% Title: HIV, All Species
% Creator: Neena Parikh
%
@RELATION infection

@ATTRIBUTE class {Control,GDS3637,GDS3465,GDS2316,GDS2258,GDS1892}
@ATTRIBUTE RAB3IL1 NUMERIC
@ATTRIBUTE ENPEP NUMERIC
@ATTRIBUTE RCAN1 NUMERIC
@ATTRIBUTE HBEGF NUMERIC
@ATTRIBUTE RASL11B NUMERIC
@ATTRIBUTE TAGLN NUMERIC
@ATTRIBUTE ACAA2 NUMERIC
@ATTRIBUTE SEPT4 NUMERIC
@ATTRIBUTE ANKRD1 NUMERIC
@ATTRIBUTE LY6A NUMERIC
@ATTRIBUTE ENPP1 NUMERIC
@ATTRIBUTE TNC NUMERIC
@ATTRIBUTE LGALS7 NUMERIC
@ATTRIBUTE PLEKHO1 NUMERIC
@ATTRIBUTE NID1 NUMERIC
@ATTRIBUTE SOD3 NUMERIC
@ATTRIBUTE TRIM47 NUMERIC
@ATTRIBUTE ANKRD17 NUMERIC
@ATTRIBUTE DDX21 NUMERIC
@ATTRIBUTE BCL2L11 NUMERIC
@ATTRIBUTE FXYD5 NUMERIC
@ATTRIBUTE CDADC1 NUMERIC
@ATTRIBUTE LY6E NUMERIC
@ATTRIBUTE LRRFIP1 NUMERIC
@ATTRIBUTE PLAGL1 NUMERIC
@ATTRIBUTE SORD NUMERIC
@ATTRIBUTE LOC100047076 NUMERIC
@ATTRIBUTE AMOT NUMERIC
@ATTRIBUTE MAFK NUMERIC
@ATTRIBUTE NFIA NUMERIC
@ATTRIBUTE CYR61 NUMERIC
@ATTRIBUTE CCDC80 NUMERIC
@ATTRIBUTE COL1A1 NUMERIC
@ATTRIBUTE FSTL1 NUMERIC
@ATTRIBUTE GAB2 NUMERIC
@ATTRIBUTE ENTPD5 NUMERIC
@ATTRIBUTE ZNRF2 NUMERIC
@ATTRIBUTE TBL1XR1 NUMERIC
@ATTRIBUTE MFAP5 NUMERIC
@ATTRIBUTE DUSP16 NUMERIC
@ATTRIBUTE TSR1 NUMERIC
@ATTRIBUTE MAP4K4 NUMERIC
@ATTRIBUTE EMP2 NUMERIC
@ATTRIBUTE TRIM30 NUMERIC
@ATTRIBUTE DNAJC3 NUMERIC
@ATTRIBUTE TTC7B NUMERIC
@ATTRIBUTE SRI NUMERIC
@ATTRIBUTE CCDC88A NUMERIC
@ATTRIBUTE ETF1 NUMERIC
@ATTRIBUTE LOC100048453 NUMERIC
@ATTRIBUTE NAMPT NUMERIC
@ATTRIBUTE TCFCP2L1 NUMERIC
@ATTRIBUTE FBXW11 NUMERIC
@ATTRIBUTE ACSS1 NUMERIC
@ATTRIBUTE ISOC1 NUMERIC
@ATTRIBUTE MPP7 NUMERIC
@ATTRIBUTE GM3609 NUMERIC
@ATTRIBUTE RTN4 NUMERIC
@ATTRIBUTE MFSD1 NUMERIC
@ATTRIBUTE COL3A1 NUMERIC
@ATTRIBUTE CD9 NUMERIC
@ATTRIBUTE CD34 NUMERIC
@ATTRIBUTE AZIN1 NUMERIC
@ATTRIBUTE NUDT21 NUMERIC
@ATTRIBUTE SMC4 NUMERIC
@ATTRIBUTE XPOT NUMERIC
@ATTRIBUTE SEMA3B NUMERIC
@ATTRIBUTE CCND1 NUMERIC
@ATTRIBUTE AGFG1 NUMERIC
@ATTRIBUTE SEC62 NUMERIC
@ATTRIBUTE ORC4L NUMERIC
@ATTRIBUTE MPV17 NUMERIC
@ATTRIBUTE SLC25A36 NUMERIC
@ATTRIBUTE COPS2 NUMERIC
@ATTRIBUTE MBP NUMERIC
@ATTRIBUTE SLC38A2 NUMERIC
@ATTRIBUTE HSP90AA1 NUMERIC
@ATTRIBUTE CDV3 NUMERIC
@ATTRIBUTE RAB31 NUMERIC
@ATTRIBUTE TCF4 NUMERIC
@ATTRIBUTE ITGB1 NUMERIC
@ATTRIBUTE GAB1 NUMERIC
@ATTRIBUTE TNFAIP8 NUMERIC
@ATTRIBUTE RMI1 NUMERIC
@ATTRIBUTE PER3 NUMERIC
@ATTRIBUTE UCK2 NUMERIC
@ATTRIBUTE ANK1 NUMERIC
@ATTRIBUTE KLF7 NUMERIC
@ATTRIBUTE PRPF4B NUMERIC
@ATTRIBUTE MATN2 NUMERIC
@ATTRIBUTE IGF1 NUMERIC
@ATTRIBUTE ATP13A3 NUMERIC
@ATTRIBUTE ACOT9 NUMERIC
@ATTRIBUTE RASGRP2 NUMERIC
@ATTRIBUTE ST3GAL6 NUMERIC
@ATTRIBUTE LIFR NUMERIC
@ATTRIBUTE CSF1R NUMERIC
@ATTRIBUTE LOC100044263 NUMERIC
@ATTRIBUTE CACNA1C NUMERIC
@ATTRIBUTE MAF NUMERIC
@ATTRIBUTE ZC3H11A NUMERIC
@ATTRIBUTE SLMAP NUMERIC
@ATTRIBUTE 1810013D10RIK NUMERIC
@ATTRIBUTE PCOLCE NUMERIC
@ATTRIBUTE FDFT1 NUMERIC
@ATTRIBUTE TBCEL NUMERIC
@ATTRIBUTE DDT NUMERIC
@ATTRIBUTE APBB1 NUMERIC
@ATTRIBUTE COL8A1 NUMERIC
@ATTRIBUTE FNDC3A NUMERIC
@ATTRIBUTE LPCAT1 NUMERIC
@ATTRIBUTE CDK14 NUMERIC
@ATTRIBUTE SASH1 NUMERIC
@ATTRIBUTE TDGF1 NUMERIC
@ATTRIBUTE MSN NUMERIC
@ATTRIBUTE 5730469M10RIK NUMERIC
@ATTRIBUTE CYTH3 NUMERIC
@ATTRIBUTE FAM126B NUMERIC
@ATTRIBUTE VIM NUMERIC
@ATTRIBUTE ARIH2 NUMERIC
@ATTRIBUTE STAT5A NUMERIC
@ATTRIBUTE RBM14 NUMERIC
@ATTRIBUTE BNIP2 NUMERIC
@ATTRIBUTE GATAD2A NUMERIC
@ATTRIBUTE SLC6A2 NUMERIC
@ATTRIBUTE RAD23B NUMERIC
@ATTRIBUTE DDX54 NUMERIC
@ATTRIBUTE VCAM1 NUMERIC
@ATTRIBUTE DMTF1 NUMERIC
@ATTRIBUTE LOC100046401 NUMERIC
@ATTRIBUTE TAF15 NUMERIC
@ATTRIBUTE COL1A2 NUMERIC
@ATTRIBUTE HDLBP NUMERIC
@ATTRIBUTE IQGAP1 NUMERIC
@ATTRIBUTE MGLL NUMERIC
@ATTRIBUTE TUG1 NUMERIC
@ATTRIBUTE VCAN NUMERIC
@ATTRIBUTE ZFP106 NUMERIC
@ATTRIBUTE TNPO1 NUMERIC
@ATTRIBUTE CSTF2 NUMERIC
@ATTRIBUTE UTRN NUMERIC
@ATTRIBUTE FLT1 NUMERIC
@ATTRIBUTE RHOC NUMERIC
@ATTRIBUTE LAMP2 NUMERIC
@ATTRIBUTE RNF138 NUMERIC
@ATTRIBUTE ASNS NUMERIC
@ATTRIBUTE RAD54L NUMERIC
@ATTRIBUTE AUH NUMERIC
@ATTRIBUTE GRWD1 NUMERIC
@ATTRIBUTE ITIH5 NUMERIC
@ATTRIBUTE ANXA2 NUMERIC
@ATTRIBUTE PIGQ NUMERIC
@ATTRIBUTE ANXA3 NUMERIC
@ATTRIBUTE POLR3K NUMERIC
@ATTRIBUTE COPG NUMERIC
@ATTRIBUTE KIF5C NUMERIC
@ATTRIBUTE UGP2 NUMERIC
@ATTRIBUTE CARHSP1 NUMERIC
@ATTRIBUTE DAB1 NUMERIC
@ATTRIBUTE 1190002H23RIK NUMERIC
@ATTRIBUTE CHCHD7 NUMERIC
@ATTRIBUTE CD2AP NUMERIC
@ATTRIBUTE LOC100046855 NUMERIC
@ATTRIBUTE USP39 NUMERIC
@ATTRIBUTE XIAP NUMERIC
@ATTRIBUTE PITPNC1 NUMERIC
@ATTRIBUTE SCN1A NUMERIC
@ATTRIBUTE BCKDHA NUMERIC
@ATTRIBUTE RHOH NUMERIC
@ATTRIBUTE 2610005L07RIK NUMERIC
@ATTRIBUTE EPS15 NUMERIC
@ATTRIBUTE CRAT NUMERIC
@ATTRIBUTE CELF1 NUMERIC
@ATTRIBUTE GAS5 NUMERIC
@ATTRIBUTE METAP2 NUMERIC
@ATTRIBUTE ABCD2 NUMERIC
@ATTRIBUTE SPATA6 NUMERIC
@ATTRIBUTE MECOM NUMERIC
@ATTRIBUTE EGFR NUMERIC
@ATTRIBUTE LMNA NUMERIC
@ATTRIBUTE MAPK14 NUMERIC
@ATTRIBUTE LIMA1 NUMERIC
@ATTRIBUTE C3AR1 NUMERIC
@ATTRIBUTE GLI2 NUMERIC
@ATTRIBUTE SGPP1 NUMERIC
@ATTRIBUTE ZFP91 NUMERIC
@ATTRIBUTE PRKCA NUMERIC
@ATTRIBUTE PTN NUMERIC
@ATTRIBUTE RNH1 NUMERIC
@ATTRIBUTE PENK NUMERIC
@ATTRIBUTE PTGIS NUMERIC
@ATTRIBUTE LOC676654 NUMERIC
@ATTRIBUTE KPNA3 NUMERIC
@ATTRIBUTE KCNA6 NUMERIC
@ATTRIBUTE TWF2 NUMERIC
@ATTRIBUTE CACNA2D1 NUMERIC
@ATTRIBUTE RUFY3 NUMERIC
@ATTRIBUTE ARF6 NUMERIC
@ATTRIBUTE YY1 NUMERIC
@ATTRIBUTE ACTB NUMERIC
@ATTRIBUTE RNF38 NUMERIC
@ATTRIBUTE RBM39 NUMERIC
@ATTRIBUTE FZD2 NUMERIC
@ATTRIBUTE F2R NUMERIC
@ATTRIBUTE EDEM3 NUMERIC
@ATTRIBUTE EFNA2 NUMERIC
@ATTRIBUTE PPT1 NUMERIC
@ATTRIBUTE FAM3C NUMERIC
@ATTRIBUTE TARDBP NUMERIC
@ATTRIBUTE LOC100047915 NUMERIC
@ATTRIBUTE ARID2 NUMERIC
@ATTRIBUTE SAMHD1 NUMERIC
@ATTRIBUTE ABCC5 NUMERIC
@ATTRIBUTE PSME3 NUMERIC
@ATTRIBUTE RGS3 NUMERIC
@ATTRIBUTE IKBKG NUMERIC
@ATTRIBUTE SYT11 NUMERIC
@ATTRIBUTE EIF4G3 NUMERIC
@ATTRIBUTE NR2C2AP NUMERIC
@ATTRIBUTE MLLT10 NUMERIC
@ATTRIBUTE NEDD4L NUMERIC
@ATTRIBUTE FBN1 NUMERIC
@ATTRIBUTE UMPS NUMERIC
@ATTRIBUTE SNAI2 NUMERIC
@ATTRIBUTE TGFB3 NUMERIC
@ATTRIBUTE DNAJC5 NUMERIC
@ATTRIBUTE MYO1E NUMERIC
@ATTRIBUTE CES3 NUMERIC
@ATTRIBUTE FGL2 NUMERIC
@ATTRIBUTE WT1 NUMERIC
@ATTRIBUTE RABEP1 NUMERIC
@ATTRIBUTE CAB39 NUMERIC
@ATTRIBUTE SH3BGR NUMERIC
@ATTRIBUTE ULK2 NUMERIC
@ATTRIBUTE IGH NUMERIC
@ATTRIBUTE ATAD2B NUMERIC
@ATTRIBUTE ITM2A NUMERIC
@ATTRIBUTE NRP1 NUMERIC
@ATTRIBUTE CRIP2 NUMERIC
@ATTRIBUTE STK39 NUMERIC
@ATTRIBUTE MELA NUMERIC
@ATTRIBUTE YWHAB NUMERIC
@ATTRIBUTE FKBP10 NUMERIC
@ATTRIBUTE SMYD5 NUMERIC
@ATTRIBUTE GAS7 NUMERIC
@ATTRIBUTE ADK NUMERIC
@ATTRIBUTE GNA13 NUMERIC
@ATTRIBUTE THYN1 NUMERIC
@ATTRIBUTE ADCY6 NUMERIC
@ATTRIBUTE PLAA NUMERIC
@ATTRIBUTE GPR133 NUMERIC
@ATTRIBUTE RNF19A NUMERIC
@ATTRIBUTE IGF1R NUMERIC
@ATTRIBUTE CREBBP NUMERIC
@ATTRIBUTE AFP NUMERIC
@ATTRIBUTE MTPN NUMERIC
@ATTRIBUTE GM16468 NUMERIC
@ATTRIBUTE PODXL NUMERIC
@ATTRIBUTE WDR75 NUMERIC
@ATTRIBUTE STMN2 NUMERIC
@ATTRIBUTE KIF5B NUMERIC
@ATTRIBUTE 3200002M19RIK NUMERIC
@ATTRIBUTE NT5E NUMERIC
@ATTRIBUTE CCDC50 NUMERIC
@ATTRIBUTE MYCBP NUMERIC
@ATTRIBUTE CFL2 NUMERIC
@ATTRIBUTE SEPT6 NUMERIC
@ATTRIBUTE GALM NUMERIC
@ATTRIBUTE BMP2K NUMERIC
@ATTRIBUTE NAP1L1 NUMERIC
@ATTRIBUTE MTF1 NUMERIC
@ATTRIBUTE ITGAV NUMERIC
@ATTRIBUTE FLNA NUMERIC
@ATTRIBUTE PGAP2 NUMERIC
@ATTRIBUTE GOLGA3 NUMERIC
@ATTRIBUTE ERO1L NUMERIC
@ATTRIBUTE STT3A NUMERIC
@ATTRIBUTE AMBRA1 NUMERIC
@ATTRIBUTE CBX7 NUMERIC
@ATTRIBUTE ARPC5 NUMERIC
@ATTRIBUTE PLP2 NUMERIC
@ATTRIBUTE UCP2 NUMERIC
@ATTRIBUTE PFKP NUMERIC
@ATTRIBUTE DAB2 NUMERIC
@ATTRIBUTE ZFP61 NUMERIC
@ATTRIBUTE UBE2D3 NUMERIC
@ATTRIBUTE GTF3C2 NUMERIC
@ATTRIBUTE RRBP1 NUMERIC
@ATTRIBUTE KCNA1 NUMERIC
@ATTRIBUTE YTHDF1 NUMERIC
@ATTRIBUTE PABPC1 NUMERIC
@ATTRIBUTE RBM25 NUMERIC
@ATTRIBUTE GATA6 NUMERIC
@ATTRIBUTE HIC1 NUMERIC
@ATTRIBUTE TPSB2 NUMERIC
@ATTRIBUTE RCOR1 NUMERIC
@ATTRIBUTE CD99L2 NUMERIC
@ATTRIBUTE CP NUMERIC
@ATTRIBUTE NIN NUMERIC
@ATTRIBUTE MARK2 NUMERIC
@ATTRIBUTE CALM3 NUMERIC

@DATA
Control,488.003,4.807,1357.44,398.749,765.424,17.563,4264.21,319.239,53.996,80.205,3167.97,814.396,20603.7,339.979,1804.6,4705.16,4.486,1432.6,316.222,361.29,4.724,345.128,1728.79,1728.79,5112.47,3915.01,3738.53,574.569,189.318,5432.23,12709.9,298.881,165.948,464.884,1479.32,5377.52,1894.5,2247.88,2390.97,398.749,1885.4,2161.28,3738.53,1410.4,732.454,29.674,90.061,545.981,942.407,5.255,4946.34,117.409,6942.14,1357.44,8655.99,7272.24,352.012,6087.61,1498.85,3716.75,192.62,704.23,884.019,2447.63,587.072,2341.72,106.402,10517.5,280.466,4474.87,141.672,1225.38,8613.85,383.979,6332.46,270.714,1772.54,10797.6,810.308,3073.84,1866.29,192.948,4.84,574.569,4251.31,8246.41,1362.77,1377.23,6852.68,250.835,313.16,319.239,332.762,854.132,267.843,1732.57,267.587,1772.54,213.639,3738.53,6722.81,78.288,219.37,1509.56,361.29,560.698,4.605,418.985,5522.88,2253.51,2253.51,463.048,3915.01,32.822,12352.7,98.238,5112.47,3023.33,728.144,1642.15,28.749,13644.7,2523.55,174.645,376.364,298.881,3738.53,3167.97,2822.68,378.181,13644.7,2896.92,4956.81,5377.52,587.072,2471.4,9401.01,1732.57,1876.35,589.799,450.093,142.296,1443.7,884.019,1362.77,6332.46,26.129,875.936,3578.55,9401.01,5523.96,1038,136.15,884.019,704.23,3219.66,898.849,237.344,4251.31,875.936,453.172,536.091,74.85,2062.72,1886.98,9401.01,4140.58,1183.74,11968.7,316.222,287.275,634.554,2341.72,729.101,8246.41,14300,966.766,68.964,697.733,201.803,3746.89,4474.87,1607.66,513.145,1879.81,267.587,442.034,651.041,210.494,280.466,2598.44,1567.52,14300,265.288,691.604,2673.19,2447.63,13295.1,2161.28,39.883,6332.46,14121.8,189.318,3073.84,267.843,28.692,488.003,86.744,2446.39,8992.91,352.012,1411.39,3219.66,186.792,499.846,81.331,11968.7,343.49,354.814,710.836,633.399,7345.77,509.577,966.766,10517.5,3023.33,2159.18,728.144,4956.81,4879.09,2407.54,719.612,674.139,643.01,8655.99,2341.72,1395.68,840.778,816.571,899.672,4474.87,536.091,1642.15,33.375,1934.25,12709.9,778.131,969.94,596.478,3738.53,319.239,577.191,633.399,1772.54,1476.33,1407.87,12.973,1360.3,2407.54,4.868,2390.97,1772.54,45.837,343.49,3738.53,413.894,4879.09,325.371,508.712,1407.87,242.303,345.128,4.63,214.572,1012.9,13295.1,2896.92,219.37,30.81,316.222,361.29,437.689,316.793,1299.97,4.833,4223.34,450.093,751.221,454.54,1859.16,9370.21,1299.97,6942.14,4.643,4956.81,1728.79,1043.63,12205,1053.9,100.137,2487.21
Control,337.257,4.803,1563.88,420.635,872.703,12.923,4059.98,264.998,95.088,90.811,2558.16,809.246,22875.4,216.564,1798.31,4891.96,4.504,1561.29,275.549,352.572,4.73,400.445,1788.62,1788.62,4412.68,3873.14,3137.81,589.243,147.778,5224.11,13272.9,329.392,169.434,309,937.848,5283.97,1854.79,2601.13,2998.6,420.635,2652.08,2459.65,3137.81,1216.59,835.895,26.006,134.729,418.211,988.368,5.328,5236.82,85.514,7517.99,1563.88,8899.01,7202.12,343.207,5481.71,1333.59,3706.52,136.209,624.413,901.709,2381.01,507.917,2228.69,126.232,10965,352.406,4992.94,173.298,1664.92,8621.43,232.576,7199.28,329.734,1696.68,9385.38,930.178,3737.68,1781.49,205.105,4.78,589.243,4427.13,8917.57,1025.1,1261.58,7121.61,241.096,400.281,264.998,287.096,761.359,250.612,1385.76,159.489,1696.68,303.12,3137.81,6668.24,77.11,289.627,1531.64,352.572,633.69,4.591,323.587,4812.41,2076.18,2076.18,385.207,3873.14,32.323,12513.8,67.951,4412.68,2670.76,795.17,1626.33,19.495,15480.4,2730.34,240.478,274.053,329.392,3137.81,2558.16,1680.51,376.918,15480.4,3087.58,5563.2,5283.97,507.917,2119.69,10314.4,1385.76,2134.98,590.648,462.066,161.746,1281.24,901.709,1025.1,7199.28,27.974,991.293,3529.16,10314.4,5715.42,1033.67,112.826,901.709,624.413,2922.78,737.899,170.618,4427.13,991.293,460.689,528.505,96.654,2880.41,1966.49,10314.4,3654.04,1340.54,12458.9,275.549,268.355,648.351,2228.69,631.23,8917.57,14827,660.924,82.343,857.044,201.102,2756.25,4992.94,2077.59,477.026,1433.84,233.621,411.571,598.478,277.344,352.406,2620.08,1152.46,14827,261.516,790.976,2232.72,2381.01,14117.1,2459.65,40.157,7199.28,14620.3,147.778,3737.68,250.612,15.223,376.918,66.525,2605.18,9623.15,373.051,1287.97,2922.78,174.431,625.995,107.926,12458.9,336.816,408.446,519.131,578.058,7539.63,446.181,660.924,10965,2670.76,2232.43,795.17,5563.2,6324.19,2499.28,601.74,579.985,513.06,8899.01,2228.69,1278.1,562.483,871.196,699.546,4992.94,528.505,1626.33,43.796,2113.81,13272.9,805.823,1021.36,460.599,3137.81,264.998,492.757,578.058,1696.68,1386.31,1392.09,12.322,1297.87,2232.72,4.917,2998.6,1696.68,37.142,336.816,3137.81,368.862,6324.19,169.656,717.404,1392.09,213.661,400.445,4.636,229.523,855.238,14117.1,3087.58,289.627,18.807,275.549,352.572,449.44,373.051,1152.46,4.841,3441.58,415.747,723.515,415.153,1881.51,11361.1,1152.46,7517.99,4.49,5563.2,1788.62,1126.28,11751.8,1065.84,72.076,2593.73
Control,479.981,4.844,1533.15,348.44,796.432,10.384,3978.21,197.385,56.236,61.245,2733.2,953.851,24152.3,193.6,1240.78,4813.52,4.556,1630.5,246.844,353.435,4.751,473.459,1443.51,1443.51,4865.86,3397.06,3711.84,456.686,174.236,4211.34,12766.6,390.941,158.575,223.352,1273.27,4990.21,1278.75,2225.7,3283.51,348.44,2180.83,2079.19,3711.84,1554.06,797.621,36.717,125.386,518.217,940.628,7.501,5016.57,96.427,7288.8,1533.15,9996.64,7567.7,267.79,4560.63,1191.32,3401.67,56.48,477.288,832.212,2832.09,300.057,2235.09,88.076,11667.8,542.551,5029.78,131.741,1713.06,8188.42,332.167,7558.52,221.637,1735.47,9846.1,946.181,3032.72,1552.87,340.561,4.785,456.686,4232.74,8894.95,809.307,1821.02,7957.33,238.395,417.042,197.385,437.197,844.776,278.695,1632.01,191.131,1735.47,231.116,3711.84,6906.58,98.111,205.166,1387.46,353.435,567.279,4.656,224.056,3840.39,2342.82,2342.82,335.802,3397.06,16.329,13240.2,62.692,4865.86,2679.65,892.535,1439.9,14.248,14326.1,3178.43,180.694,273.594,390.941,3711.84,2733.2,2310.57,225.687,14326.1,3467.23,6338.38,4990.21,300.057,2140.77,10130.9,1632.01,2575.81,642.332,553.619,133.424,1348.5,832.212,809.307,7558.52,32.555,1365.63,2667.76,10130.9,6161.69,1092.68,85.828,832.212,477.288,2867.16,612.696,177.652,4232.74,1365.63,370.514,391.417,105.284,2066.92,1979.95,10130.9,3708.03,1245.82,12850.9,246.844,237.677,802.328,2235.09,437.182,8894.95,16313.5,715.9,47.853,669.975,205.166,2758.7,5029.78,2496.18,492.284,1299.45,276.655,395.456,500.901,221.8,542.551,2567.92,1575.31,16313.5,507.798,639.818,2025.79,2832.09,15704.4,2079.19,74.204,7558.52,15237.1,174.236,3032.72,278.695,28.428,479.981,87.478,1992.24,9369.28,318.325,1276.99,2867.16,233.31,373.056,98.111,12850.9,327.328,322.137,427.04,689.201,6904.22,350.346,715.9,11667.8,2679.65,4513.69,892.535,6338.38,5219,2185.78,463.857,649.975,556.683,9996.64,2235.09,1313.56,644.768,723.136,767.045,5029.78,391.417,1439.9,27.949,2066.33,12766.6,1353.34,891.546,438.43,3711.84,197.385,452.917,689.201,1735.47,1780.85,1307.64,7.589,1098.62,2025.79,4.946,3283.51,1735.47,37.466,327.328,3711.84,437.197,5219,161.112,548.064,1307.64,237.677,473.459,4.688,149.079,650.673,15704.4,3467.23,202.677,25.039,246.844,353.435,370.514,318.325,1139.5,4.898,4494.62,414.871,720.271,371.666,1716.38,11912,1139.5,7288.8,4.554,6338.38,1443.51,882.718,12860.3,968.795,71.632,3445.86
Control,305.165,4.814,1467.58,371.074,812.383,11.687,4120.77,274.97,77.656,52.957,2261.57,864.281,22143.6,232.173,1091.33,4829.93,4.515,1509.07,304.533,394.354,4.74,296.344,1741.1,1741.1,4244.57,4019.57,3832.16,551.856,172.073,5041.81,13909.2,291.899,230.2,255.598,980.841,5030.74,1553.98,2222.38,2933.16,371.074,1743.49,1960.25,3832.16,1468.61,747.915,48.085,127.516,396.389,870.045,5.333,4973.68,108.491,7353.92,1467.58,8782.74,7768.27,352.665,5221.28,1300.85,3866.4,131.754,718.907,1006.29,2511.11,499.973,2181.51,53.015,10618.4,343.249,4713.53,186.047,1325.88,9294.16,365.815,7099.5,283.635,1681.2,10353.9,795.884,2651.85,1884.81,184.342,4.732,551.856,4405.43,8723.53,1175.48,1624.2,8151.38,274.752,394.543,274.97,373.766,852.881,254.117,1556.23,198.227,1681.2,229.561,3832.16,6536.87,59.547,236.765,1463.61,394.354,559.371,4.604,330.271,4728.23,1962.43,1962.43,568.948,4019.57,30.796,13243.5,71.797,4244.57,3007.15,734.43,1575.79,13.813,15516.1,2481.62,229.063,284.021,291.899,3832.16,2261.57,2252.04,297.179,15516.1,2743.83,5419.19,5030.74,499.973,2684.81,10206,1556.23,1745.18,639.884,548.588,127.159,1392.41,1006.29,1175.48,7099.5,28.138,969.364,2901.27,10206,5719.97,938.226,91.358,1006.29,718.907,3155.81,976.984,194.016,4405.43,969.364,499.836,584.395,113.205,2049.46,1452.96,10206,4031.74,1101.04,12910.5,304.533,283.695,669.595,2181.51,563.683,8723.53,15894.8,728.201,65.714,755.685,223.765,3588.44,4521.66,2000.67,596.065,1420.31,276.462,413.994,550.022,217.486,343.249,2458.62,1111.14,15894.8,254.353,652.222,2363.41,2511.11,14613.9,1960.25,49.975,7099.5,14986.1,172.073,2651.85,254.117,18.405,305.165,88.808,2270.58,9443.9,352.665,1356.73,3155.81,187.716,364.574,87.303,12910.5,498.313,351.955,522.458,613.349,7303.41,453.455,728.201,10618.4,3007.15,2796.51,734.43,5419.19,6300.22,2363.41,618.279,664.117,492.27,8782.74,2181.51,1382.22,605.109,833.664,724.552,4521.66,584.395,1575.79,23.261,1765.55,13909.2,1000.84,1035.34,561.949,3832.16,274.97,503.347,613.349,1681.2,1532.21,1463.11,7.544,1211.37,2363.41,4.911,2933.16,1681.2,23.712,498.313,3832.16,478.858,6300.22,120.736,510.795,1463.11,283.695,296.344,4.648,152.118,974.488,14613.9,2743.83,236.765,17.007,304.533,394.354,325.721,317.271,959.546,4.851,3952.41,442.805,859.692,364.728,1845.05,11192,959.546,7353.92,4.512,5419.19,1741.1,1057.54,11148.1,1168.6,102.419,2771.63
Control,368.312,4.809,1485.2,487.731,913.594,11.614,4285.7,311.165,76.059,61.827,3408.63,757.239,23376.4,270.135,1058.96,4416.9,4.506,1330.75,271.494,381.49,4.735,355.47,1653.1,1653.1,4592.75,3935.74,3841.95,507.732,160.842,4493.19,12677,328.117,152.969,262.642,1220.7,4960,1727.72,2303.47,2865.22,487.731,1878.08,2106.38,3841.95,1674.83,803.074,33.892,99.534,601.723,1106.26,5.282,5674.44,97.153,7084.48,1485.2,9229.94,7708.17,346.079,5919.47,1213.56,4194.85,134.304,769.064,1000.79,2690.93,385.08,2151.69,90.588,11399.1,480.668,4413.63,146.322,1470.42,9204.13,311.323,7323.41,269.139,1882.28,10534.9,1425.84,3051.9,1697.08,202.247,4.729,507.732,4653.7,9145.96,1217.58,1455.4,7038.06,259.969,381.216,311.165,384.918,773.029,282.933,1769.36,165.501,1882.28,279.759,3841.95,6638.82,86.005,255.797,1500.67,381.49,610.237,4.615,434.604,4630.13,2414.05,2414.05,527.715,3935.74,29.195,13022.6,104.767,4592.75,2911.43,767.398,1672.79,22.041,14448.2,2788.13,194.476,223.078,328.117,3841.95,3408.63,2846.1,325.739,14448.2,1336.98,5373.64,4960,385.08,2605.39,10368.1,1769.36,1682.61,647.725,515.769,202.726,1291.9,1000.79,1217.58,7323.41,25.341,971.166,3115.87,10368.1,5208.19,846.006,84.921,1000.79,769.064,3033.77,909.992,285.186,4653.7,971.166,505.118,551.377,131.361,1898.15,1794.01,10368.1,3980.85,1220.56,11927,271.494,264.838,610.554,2151.69,685.894,9145.96,15274.3,820.966,75.247,949.87,202.921,3625.7,4413.63,1904.91,488.902,1546.15,261.704,476.807,577.935,236.427,480.668,2730.09,1252.22,15274.3,271.341,724.382,2622.59,2690.93,14228,2106.38,44.005,7323.41,14039.5,160.842,3051.9,282.933,16.564,368.312,89.24,2284.21,9348.85,346.079,1408.7,3033.77,217.52,302.936,86.005,11927,495.26,362.895,718.263,600.69,7638.38,473.278,820.966,11399.1,2911.43,2324.36,767.398,5373.64,6493.11,2433.74,670.04,614.353,582.592,9229.94,2151.69,1287.32,653.884,941.553,836.682,4413.63,551.377,1672.79,20.444,1834.44,12677,842.559,1036.65,522.753,3841.95,311.165,561.716,600.69,1882.28,1437.71,1437.4,11.545,1365.22,2433.74,4.902,2865.22,1882.28,47.498,495.26,3841.95,559.669,6493.11,224.364,571.291,1437.4,264.838,355.47,4.658,179.921,867.729,14228,1973.04,255.797,23.631,271.494,381.49,505.118,316.594,1039.27,4.836,4151.39,515.769,849.255,407.046,1809.9,10487.5,1039.27,7084.48,4.511,5373.64,1653.1,914.78,12394.8,919.764,92.773,2695.5
