disease,integration type,experiment,threshold,features,accuracy,test instances,train instances,total_instances,species
Carcinoma_Renal_Cell,single,GDS507,40,40,100,13,4,17,HS
Carcinoma_Renal_Cell,single,GDS507,40,50,100,13,4,17,HS
Carcinoma_Renal_Cell,single,GDS507,40,60,100,13,4,17,HS
Carcinoma_Renal_Cell,single,GDS507,40,70,100,13,4,17,HS
Carcinoma_Renal_Cell,single,GDS507,40,80,75,13,4,17,HS
Carcinoma_Renal_Cell,single,GDS507,40,90,100,13,4,17,HS
Carcinoma_Renal_Cell,single,GDS505,50,10,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS505,50,20,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS505,50,30,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS505,50,40,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS505,50,50,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS505,50,60,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS505,50,70,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS505,50,80,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS505,50,90,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS507,50,10,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS507,50,20,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS507,50,30,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS507,50,40,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS507,50,50,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS507,50,60,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS507,50,70,100,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS507,50,80,80,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS507,50,90,80,12,5,17,HS
Carcinoma_Renal_Cell,single,GDS505,60,10,100,11,6,17,HS
Carcinoma_Renal_Cell,single,GDS505,60,20,100,11,6,17,HS
Carcinoma_Renal_Cell,single,GDS505,60,30,83.3333,11,6,17,HS
Carcinoma_Renal_Cell,single,GDS505,60,40,83.3333,11,6,17,HS
Carcinoma_Renal_Cell,single,GDS505,60,50,83.3333,11,6,17,HS
Carcinoma_Renal_Cell,single,GDS505,60,60,83.3333,11,6,17,HS
Carcinoma_Renal_Cell,single,GDS505,60,70,83.3333,11,6,17,HS
Carcinoma_Renal_Cell,single,GDS505,60,80,83.3333,11,6,17,HS
Carcinoma_Renal_Cell,single,GDS505,60,90,83.3333,11,6,17,HS
Carcinoma_Renal_Cell,single,GDS507,60,10,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,60,20,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,60,30,100,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,60,40,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,60,50,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,60,60,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,60,70,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,60,80,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,60,90,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS505,70,10,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS505,70,20,100,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS505,70,30,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS505,70,40,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS505,70,50,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS505,70,60,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS505,70,70,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS505,70,80,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS505,70,90,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,70,10,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,70,20,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,70,30,100,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,70,40,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,70,50,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,70,60,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,70,70,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,70,80,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,70,90,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS505,80,10,100,8,9,17,HS
Carcinoma_Renal_Cell,single,GDS505,80,20,88.8889,8,9,17,HS
Carcinoma_Renal_Cell,single,GDS505,80,30,100,8,9,17,HS
Carcinoma_Renal_Cell,single,GDS505,80,40,100,8,9,17,HS
Carcinoma_Renal_Cell,single,GDS505,80,50,100,8,9,17,HS
Carcinoma_Renal_Cell,single,GDS505,80,60,88.8889,8,9,17,HS
Carcinoma_Renal_Cell,single,GDS505,80,70,88.8889,8,9,17,HS
Carcinoma_Renal_Cell,single,GDS505,80,80,88.8889,8,9,17,HS
Carcinoma_Renal_Cell,single,GDS505,80,90,100,8,9,17,HS
Carcinoma_Renal_Cell,single,GDS507,80,10,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,80,20,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,80,30,100,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,80,40,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,80,50,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,80,60,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,80,70,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,80,80,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS507,80,90,85.7143,10,7,17,HS
Carcinoma_Renal_Cell,single,GDS505,90,10,100,6,11,17,HS
Carcinoma_Renal_Cell,single,GDS505,90,20,100,6,11,17,HS
Carcinoma_Renal_Cell,single,GDS505,90,30,100,6,11,17,HS
Carcinoma_Renal_Cell,single,GDS505,90,40,100,6,11,17,HS
Carcinoma_Renal_Cell,single,GDS505,90,50,100,6,11,17,HS
Carcinoma_Renal_Cell,single,GDS505,90,60,100,6,11,17,HS
Carcinoma_Renal_Cell,single,GDS505,90,70,100,6,11,17,HS
Carcinoma_Renal_Cell,single,GDS505,90,80,100,6,11,17,HS
Carcinoma_Renal_Cell,single,GDS505,90,90,100,6,11,17,HS
Carcinoma_Renal_Cell,single,GDS507,90,10,100,9,8,17,HS
Carcinoma_Renal_Cell,single,GDS507,90,20,87.5,9,8,17,HS
Carcinoma_Renal_Cell,single,GDS507,90,30,87.5,9,8,17,HS
Carcinoma_Renal_Cell,single,GDS507,90,40,87.5,9,8,17,HS
Carcinoma_Renal_Cell,single,GDS507,90,50,87.5,9,8,17,HS
Carcinoma_Renal_Cell,single,GDS507,90,60,87.5,9,8,17,HS
Carcinoma_Renal_Cell,single,GDS507,90,70,87.5,9,8,17,HS
Carcinoma_Renal_Cell,single,GDS507,90,80,87.5,9,8,17,HS
Carcinoma_Renal_Cell,single,GDS507,90,90,87.5,9,8,17,HS
Carcinoma_Renal_Cell,multi,GDS505,10,10,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS505,10,20,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS505,10,30,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS505,10,40,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS505,10,50,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS505,10,60,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS505,10,70,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS505,10,80,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS505,10,90,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS507,10,10,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS507,10,20,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS507,10,30,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS507,10,40,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS507,10,50,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS507,10,60,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS507,10,70,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS507,10,80,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS507,10,90,100,33,1,34,HS
Carcinoma_Renal_Cell,multi,GDS505,20,10,100,32,2,34,HS
Carcinoma_Renal_Cell,multi,GDS505,20,20,100,32,2,34,HS
Carcinoma_Renal_Cell,multi,GDS505,20,30,100,32,2,34,HS
Carcinoma_Renal_Cell,multi,GDS505,20,40,100,32,2,34,HS
Carcinoma_Renal_Cell,multi,GDS505,20,50,100,32,2,34,HS
Carcinoma_Renal_Cell,multi,GDS505,20,60,100,32,2,34,HS
Carcinoma_Renal_Cell,multi,GDS505,20,70,100,32,2,34,HS
Carcinoma_Renal_Cell,multi,GDS505,20,80,100,32,2,34,HS
Carcinoma_Renal_Cell,multi,GDS505,20,90,100,32,2,34,HS
Carcinoma_Renal_Cell,multi,GDS507,20,10,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,20,20,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,20,30,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,20,40,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,20,50,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,20,60,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,20,70,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,20,80,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,20,90,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS505,30,10,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS505,30,20,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS505,30,30,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS505,30,40,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS505,30,50,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS505,30,60,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS505,30,70,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS505,30,80,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS505,30,90,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,30,10,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,30,20,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,30,30,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,30,40,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,30,50,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,30,60,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,30,70,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,30,80,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS507,30,90,100,31,3,34,HS
Carcinoma_Renal_Cell,multi,GDS505,40,10,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS505,40,20,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS505,40,30,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS505,40,40,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS505,40,50,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS505,40,60,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS505,40,70,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS505,40,80,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS505,40,90,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS507,40,10,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS507,40,20,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS507,40,30,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS507,40,40,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS507,40,50,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS507,40,60,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS507,40,70,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS507,40,80,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS507,40,90,100,30,4,34,HS
Carcinoma_Renal_Cell,multi,GDS505,50,10,100,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS505,50,20,100,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS505,50,30,100,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS505,50,40,100,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS505,50,50,100,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS505,50,60,100,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS505,50,70,100,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS505,50,80,100,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS505,50,90,100,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS507,50,10,100,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS507,50,20,100,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS507,50,30,100,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS507,50,40,100,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS507,50,50,80,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS507,50,60,80,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS507,50,70,80,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS507,50,80,80,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS507,50,90,80,29,5,34,HS
Carcinoma_Renal_Cell,multi,GDS505,60,10,100,28,6,34,HS
Carcinoma_Renal_Cell,multi,GDS505,60,20,100,28,6,34,HS
Carcinoma_Renal_Cell,multi,GDS505,60,30,100,28,6,34,HS
Carcinoma_Renal_Cell,multi,GDS505,60,40,100,28,6,34,HS
Carcinoma_Renal_Cell,multi,GDS505,60,50,100,28,6,34,HS
Carcinoma_Renal_Cell,multi,GDS505,60,60,100,28,6,34,HS
Carcinoma_Renal_Cell,multi,GDS505,60,70,100,28,6,34,HS
Carcinoma_Renal_Cell,multi,GDS505,60,80,100,28,6,34,HS
Carcinoma_Renal_Cell,multi,GDS505,60,90,100,28,6,34,HS
Carcinoma_Renal_Cell,multi,GDS507,60,10,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,60,20,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,60,30,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,60,40,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,60,50,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,60,60,85.7143,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,60,70,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,60,80,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,60,90,85.7143,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS505,70,10,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS505,70,20,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS505,70,30,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS505,70,40,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS505,70,50,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS505,70,60,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS505,70,70,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS505,70,80,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS505,70,90,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,70,10,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,70,20,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,70,30,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,70,40,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,70,50,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,70,60,85.7143,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,70,70,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,70,80,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,70,90,85.7143,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS505,80,10,100,25,9,34,HS
Carcinoma_Renal_Cell,multi,GDS505,80,20,100,25,9,34,HS
Carcinoma_Renal_Cell,multi,GDS505,80,30,100,25,9,34,HS
Carcinoma_Renal_Cell,multi,GDS505,80,40,100,25,9,34,HS
Carcinoma_Renal_Cell,multi,GDS505,80,50,100,25,9,34,HS
Carcinoma_Renal_Cell,multi,GDS505,80,60,100,25,9,34,HS
Carcinoma_Renal_Cell,multi,GDS505,80,70,100,25,9,34,HS
Carcinoma_Renal_Cell,multi,GDS505,80,80,100,25,9,34,HS
Carcinoma_Renal_Cell,multi,GDS505,80,90,100,25,9,34,HS
Carcinoma_Renal_Cell,multi,GDS507,80,10,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,80,20,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,80,30,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,80,40,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,80,50,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,80,60,85.7143,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,80,70,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,80,80,100,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS507,80,90,85.7143,27,7,34,HS
Carcinoma_Renal_Cell,multi,GDS505,90,10,100,23,11,34,HS
Carcinoma_Renal_Cell,multi,GDS505,90,20,100,23,11,34,HS
Carcinoma_Renal_Cell,multi,GDS505,90,30,100,23,11,34,HS
Carcinoma_Renal_Cell,multi,GDS505,90,40,100,23,11,34,HS
Carcinoma_Renal_Cell,multi,GDS505,90,50,100,23,11,34,HS
Carcinoma_Renal_Cell,multi,GDS505,90,60,100,23,11,34,HS
Carcinoma_Renal_Cell,multi,GDS505,90,70,100,23,11,34,HS
Carcinoma_Renal_Cell,multi,GDS505,90,80,100,23,11,34,HS
Carcinoma_Renal_Cell,multi,GDS505,90,90,100,23,11,34,HS
Carcinoma_Renal_Cell,multi,GDS507,90,10,100,26,8,34,HS
Carcinoma_Renal_Cell,multi,GDS507,90,20,100,26,8,34,HS
Carcinoma_Renal_Cell,multi,GDS507,90,30,100,26,8,34,HS
Carcinoma_Renal_Cell,multi,GDS507,90,40,100,26,8,34,HS
Carcinoma_Renal_Cell,multi,GDS507,90,50,100,26,8,34,HS
Carcinoma_Renal_Cell,multi,GDS507,90,60,100,26,8,34,HS
Carcinoma_Renal_Cell,multi,GDS507,90,70,100,26,8,34,HS
Carcinoma_Renal_Cell,multi,GDS507,90,80,87.5,26,8,34,HS
Carcinoma_Renal_Cell,multi,GDS507,90,90,87.5,26,8,34,HS
Dermatitis,single,GDS2381,10,10,0,16,1,17,HS
Dermatitis,single,GDS2381,10,20,0,16,1,17,HS
Dermatitis,single,GDS2381,10,30,100,16,1,17,HS
Dermatitis,single,GDS2381,10,40,100,16,1,17,HS
Dermatitis,single,GDS2381,10,50,0,16,1,17,HS
Dermatitis,single,GDS2381,10,60,0,16,1,17,HS
Dermatitis,single,GDS2381,10,70,0,16,1,17,HS
Dermatitis,single,GDS2381,10,80,0,16,1,17,HS
Dermatitis,single,GDS2381,10,90,0,16,1,17,HS
Dermatitis,single,GDS2382,10,10,100,16,1,17,HS
Dermatitis,single,GDS2382,10,20,100,16,1,17,HS
Dermatitis,single,GDS2382,10,30,100,16,1,17,HS
Dermatitis,single,GDS2382,10,40,100,16,1,17,HS
Dermatitis,single,GDS2382,10,50,100,16,1,17,HS
Dermatitis,single,GDS2382,10,60,100,16,1,17,HS
Dermatitis,single,GDS2382,10,70,100,16,1,17,HS
Dermatitis,single,GDS2382,10,80,100,16,1,17,HS
Dermatitis,single,GDS2382,10,90,100,16,1,17,HS
Dermatitis,single,GDS2484,10,10,0,6,0,6,HS
Dermatitis,single,GDS2484,10,20,0,6,0,6,HS
Dermatitis,single,GDS2484,10,30,0,6,0,6,HS
Dermatitis,single,GDS2484,10,40,0,6,0,6,HS
Dermatitis,single,GDS2484,10,50,0,6,0,6,HS
Dermatitis,single,GDS2484,10,60,0,6,0,6,HS
Dermatitis,single,GDS2484,10,70,0,6,0,6,HS
Dermatitis,single,GDS2484,10,80,0,6,0,6,HS
Dermatitis,single,GDS2484,10,90,0,6,0,6,HS
Dermatitis,single,GDS2381,20,10,66.6667,14,3,17,HS
Dermatitis,single,GDS2381,20,20,66.6667,14,3,17,HS
Dermatitis,single,GDS2381,20,30,33.3333,14,3,17,HS
Dermatitis,single,GDS2381,20,40,33.3333,14,3,17,HS
Dermatitis,single,GDS2381,20,50,66.6667,14,3,17,HS
Dermatitis,single,GDS2381,20,60,66.6667,14,3,17,HS
Dermatitis,single,GDS2381,20,70,66.6667,14,3,17,HS
Dermatitis,single,GDS2381,20,80,66.6667,14,3,17,HS
Dermatitis,single,GDS2381,20,90,66.6667,14,3,17,HS
Dermatitis,single,GDS2382,20,10,66.6667,14,3,17,HS
Dermatitis,single,GDS2382,20,20,66.6667,14,3,17,HS
Dermatitis,single,GDS2382,20,30,66.6667,14,3,17,HS
Dermatitis,single,GDS2382,20,40,66.6667,14,3,17,HS
Dermatitis,single,GDS2382,20,50,66.6667,14,3,17,HS
Dermatitis,single,GDS2382,20,60,66.6667,14,3,17,HS
Dermatitis,single,GDS2382,20,70,66.6667,14,3,17,HS
Dermatitis,single,GDS2382,20,80,66.6667,14,3,17,HS
Dermatitis,single,GDS2382,20,90,66.6667,14,3,17,HS
Dermatitis,single,GDS2484,20,10,0,5,1,6,HS
Dermatitis,single,GDS2484,20,20,0,5,1,6,HS
Dermatitis,single,GDS2484,20,30,0,5,1,6,HS
Dermatitis,single,GDS2484,20,40,0,5,1,6,HS
Dermatitis,single,GDS2484,20,50,0,5,1,6,HS
Dermatitis,single,GDS2484,20,60,0,5,1,6,HS
Dermatitis,single,GDS2484,20,70,0,5,1,6,HS
Dermatitis,single,GDS2484,20,80,0,5,1,6,HS
Dermatitis,single,GDS2484,20,90,0,5,1,6,HS
Dermatitis,single,GDS2381,30,10,75,13,4,17,HS
Dermatitis,single,GDS2381,30,20,75,13,4,17,HS
Dermatitis,single,GDS2381,30,30,75,13,4,17,HS
Dermatitis,single,GDS2381,30,40,25,13,4,17,HS
Dermatitis,single,GDS2381,30,50,50,13,4,17,HS
Dermatitis,single,GDS2381,30,60,50,13,4,17,HS
Dermatitis,single,GDS2381,30,70,50,13,4,17,HS
Dermatitis,single,GDS2381,30,80,50,13,4,17,HS
Dermatitis,single,GDS2381,30,90,75,13,4,17,HS
Dermatitis,single,GDS2382,30,10,80,12,5,17,HS
Dermatitis,single,GDS2382,30,20,80,12,5,17,HS
Dermatitis,single,GDS2382,30,30,80,12,5,17,HS
Dermatitis,single,GDS2382,30,40,80,12,5,17,HS
Dermatitis,single,GDS2382,30,50,80,12,5,17,HS
Dermatitis,single,GDS2382,30,60,80,12,5,17,HS
Dermatitis,single,GDS2382,30,70,80,12,5,17,HS
Dermatitis,single,GDS2382,30,80,80,12,5,17,HS
Dermatitis,single,GDS2382,30,90,80,12,5,17,HS
Dermatitis,single,GDS2484,30,10,0,5,1,6,HS
Dermatitis,single,GDS2484,30,20,0,5,1,6,HS
Dermatitis,single,GDS2484,30,30,0,5,1,6,HS
Dermatitis,single,GDS2484,30,40,0,5,1,6,HS
Dermatitis,single,GDS2484,30,50,0,5,1,6,HS
Dermatitis,single,GDS2484,30,60,0,5,1,6,HS
Dermatitis,single,GDS2484,30,70,0,5,1,6,HS
Dermatitis,single,GDS2484,30,80,0,5,1,6,HS
Dermatitis,single,GDS2484,30,90,0,5,1,6,HS
Dermatitis,single,GDS2381,40,10,75,13,4,17,HS
Dermatitis,single,GDS2381,40,20,75,13,4,17,HS
Dermatitis,single,GDS2381,40,30,75,13,4,17,HS
Dermatitis,single,GDS2381,40,40,25,13,4,17,HS
Dermatitis,single,GDS2381,40,50,50,13,4,17,HS
Dermatitis,single,GDS2381,40,60,50,13,4,17,HS
Dermatitis,single,GDS2381,40,70,50,13,4,17,HS
Dermatitis,single,GDS2381,40,80,50,13,4,17,HS
Dermatitis,single,GDS2381,40,90,75,13,4,17,HS
Dermatitis,single,GDS2382,40,10,83.3333,11,6,17,HS
Dermatitis,single,GDS2382,40,20,100,11,6,17,HS
Dermatitis,single,GDS2382,40,30,83.3333,11,6,17,HS
Dermatitis,single,GDS2382,40,40,83.3333,11,6,17,HS
Dermatitis,single,GDS2382,40,50,83.3333,11,6,17,HS
Dermatitis,single,GDS2382,40,60,83.3333,11,6,17,HS
Dermatitis,single,GDS2382,40,70,100,11,6,17,HS
Dermatitis,single,GDS2382,40,80,83.3333,11,6,17,HS
Dermatitis,single,GDS2382,40,90,100,11,6,17,HS
Dermatitis,single,GDS2484,40,10,0,4,2,6,HS
Dermatitis,single,GDS2484,40,20,50,4,2,6,HS
Dermatitis,single,GDS2484,40,30,50,4,2,6,HS
Dermatitis,single,GDS2484,40,40,50,4,2,6,HS
Dermatitis,single,GDS2484,40,50,50,4,2,6,HS
Dermatitis,single,GDS2484,40,60,50,4,2,6,HS
Dermatitis,single,GDS2484,40,70,50,4,2,6,HS
Dermatitis,single,GDS2484,40,80,50,4,2,6,HS
Dermatitis,single,GDS2484,40,90,50,4,2,6,HS
Dermatitis,single,GDS2381,50,10,60,12,5,17,HS
Dermatitis,single,GDS2381,50,20,80,12,5,17,HS
Dermatitis,single,GDS2381,50,30,80,12,5,17,HS
Dermatitis,single,GDS2381,50,40,60,12,5,17,HS
Dermatitis,single,GDS2381,50,50,80,12,5,17,HS
Dermatitis,single,GDS2381,50,60,60,12,5,17,HS
Dermatitis,single,GDS2381,50,70,60,12,5,17,HS
Dermatitis,single,GDS2381,50,80,60,12,5,17,HS
Dermatitis,single,GDS2381,50,90,60,12,5,17,HS
Dermatitis,single,GDS2382,50,10,87.5,9,8,17,HS
Dermatitis,single,GDS2382,50,20,87.5,9,8,17,HS
Dermatitis,single,GDS2382,50,30,87.5,9,8,17,HS
Dermatitis,single,GDS2382,50,40,87.5,9,8,17,HS
Dermatitis,single,GDS2382,50,50,87.5,9,8,17,HS
Dermatitis,single,GDS2382,50,60,87.5,9,8,17,HS
Dermatitis,single,GDS2382,50,70,87.5,9,8,17,HS
Dermatitis,single,GDS2382,50,80,87.5,9,8,17,HS
Dermatitis,single,GDS2382,50,90,87.5,9,8,17,HS
Dermatitis,single,GDS2484,50,10,0,3,3,6,HS
Dermatitis,single,GDS2484,50,20,0,3,3,6,HS
Dermatitis,single,GDS2484,50,30,0,3,3,6,HS
Dermatitis,single,GDS2484,50,40,0,3,3,6,HS
Dermatitis,single,GDS2484,50,50,0,3,3,6,HS
Dermatitis,single,GDS2484,50,60,0,3,3,6,HS
Dermatitis,single,GDS2484,50,70,0,3,3,6,HS
