CAMSAP1,MMP11
COL11A1,RPS14
MYO10,N4BP2L1
MMP11,FLT1
CAMSAP1,CALM3
CD44,MLLT4
MEG3,WWC1
OBSL1,TPM1
FLT1,SIPA1L3
TPM1,GSN
TPM1,MBP
CAMSAP1,CD44
GSN,MEG3
MBP,HIST1H2BC
COL11A1,CAMSAP1
HIST1H2BC,COL11A1
TPM1,DCAF7
CALM3,RHEB
CAMSAP1,PAK2
CD44,MYO10
