% Title: HIV, All Species
% Creator: Neena Parikh
%
@RELATION infection

@ATTRIBUTE class {Control,GDS3104,GDS2084,GDS1051}
@ATTRIBUTE DDX6 NUMERIC
@ATTRIBUTE ABHD2 NUMERIC
@ATTRIBUTE AKAP10 NUMERIC
@ATTRIBUTE ST3GAL2 NUMERIC
@ATTRIBUTE FYB NUMERIC
@ATTRIBUTE MTCP1 NUMERIC
@ATTRIBUTE PSAT1 NUMERIC
@ATTRIBUTE EML4 NUMERIC
@ATTRIBUTE DPH5 NUMERIC
@ATTRIBUTE PAK2 NUMERIC
@ATTRIBUTE IGF1R NUMERIC
@ATTRIBUTE SEL1L NUMERIC
@ATTRIBUTE HGSNAT NUMERIC
@ATTRIBUTE AGPAT3 NUMERIC
@ATTRIBUTE CAMSAP1 NUMERIC
@ATTRIBUTE UNC5B NUMERIC
@ATTRIBUTE AHNAK NUMERIC
@ATTRIBUTE IGHV4-31 NUMERIC
@ATTRIBUTE PLEKHA8 NUMERIC
@ATTRIBUTE RRBP1 NUMERIC
@ATTRIBUTE GOSR2 NUMERIC
@ATTRIBUTE SNTB2 NUMERIC
@ATTRIBUTE PTEN NUMERIC
@ATTRIBUTE NODAL NUMERIC
@ATTRIBUTE RASSF4 NUMERIC
@ATTRIBUTE ORAI2 NUMERIC
@ATTRIBUTE TOR3A NUMERIC
@ATTRIBUTE NUCKS1 NUMERIC
@ATTRIBUTE CUL7 NUMERIC
@ATTRIBUTE ANKRD10 NUMERIC
@ATTRIBUTE WTAP NUMERIC
@ATTRIBUTE TBCD NUMERIC
@ATTRIBUTE MYLK NUMERIC
@ATTRIBUTE CARS NUMERIC
@ATTRIBUTE SEPT11 NUMERIC
@ATTRIBUTE ANKH NUMERIC
@ATTRIBUTE BRP44L NUMERIC
@ATTRIBUTE CD46 NUMERIC
@ATTRIBUTE CEP97 NUMERIC
@ATTRIBUTE FXN NUMERIC
@ATTRIBUTE SPTLC3 NUMERIC
@ATTRIBUTE IL6ST NUMERIC
@ATTRIBUTE EIF1 NUMERIC
@ATTRIBUTE PLEKHA6 NUMERIC
@ATTRIBUTE EIF3F NUMERIC
@ATTRIBUTE AKT3 NUMERIC
@ATTRIBUTE PCBP2 NUMERIC
@ATTRIBUTE ASPH NUMERIC
@ATTRIBUTE SSFA2 NUMERIC
@ATTRIBUTE TMPO NUMERIC
@ATTRIBUTE TCF4 NUMERIC
@ATTRIBUTE BTF3 NUMERIC
@ATTRIBUTE DCLK1 NUMERIC
@ATTRIBUTE ALDH18A1 NUMERIC
@ATTRIBUTE GABRQ NUMERIC
@ATTRIBUTE CLIP1 NUMERIC
@ATTRIBUTE DAB2 NUMERIC
@ATTRIBUTE DCAF7 NUMERIC
@ATTRIBUTE ARF3 NUMERIC
@ATTRIBUTE SLC24A6 NUMERIC
@ATTRIBUTE ATP11B NUMERIC
@ATTRIBUTE NOMO3 NUMERIC
@ATTRIBUTE CTTNBP2NL NUMERIC
@ATTRIBUTE CARD14 NUMERIC
@ATTRIBUTE SRGAP2 NUMERIC
@ATTRIBUTE DAZAP2 NUMERIC
@ATTRIBUTE MEGF6 NUMERIC
@ATTRIBUTE RHOC NUMERIC
@ATTRIBUTE TULP4 NUMERIC
@ATTRIBUTE CREM NUMERIC
@ATTRIBUTE KLHL24 NUMERIC
@ATTRIBUTE ARMC9 NUMERIC
@ATTRIBUTE ARF1 NUMERIC
@ATTRIBUTE AMMECR1 NUMERIC
@ATTRIBUTE PXMP4 NUMERIC
@ATTRIBUTE VSX1 NUMERIC
@ATTRIBUTE ASXL1 NUMERIC
@ATTRIBUTE CDCA3 NUMERIC
@ATTRIBUTE PDE1C NUMERIC
@ATTRIBUTE ARNT NUMERIC
@ATTRIBUTE PHACTR2 NUMERIC
@ATTRIBUTE TRPC4 NUMERIC
@ATTRIBUTE TTLL3 NUMERIC
@ATTRIBUTE MAGI1 NUMERIC
@ATTRIBUTE TGFBR3 NUMERIC
@ATTRIBUTE MAP9 NUMERIC
@ATTRIBUTE PTPRJ NUMERIC
@ATTRIBUTE RARS2 NUMERIC
@ATTRIBUTE CCDC69 NUMERIC
@ATTRIBUTE MTDH NUMERIC
@ATTRIBUTE ACSL6 NUMERIC
@ATTRIBUTE TMEM87A NUMERIC
@ATTRIBUTE SLC44A1 NUMERIC
@ATTRIBUTE SEMA6A NUMERIC
@ATTRIBUTE HDLBP NUMERIC
@ATTRIBUTE CAMTA1 NUMERIC
@ATTRIBUTE HIPK2 NUMERIC
@ATTRIBUTE NUP50 NUMERIC
@ATTRIBUTE ARL17B NUMERIC
@ATTRIBUTE H6PD NUMERIC
@ATTRIBUTE CADM1 NUMERIC
@ATTRIBUTE CBX5 NUMERIC
@ATTRIBUTE PDPN NUMERIC
@ATTRIBUTE SMAD2 NUMERIC
@ATTRIBUTE TSHZ2 NUMERIC
@ATTRIBUTE STAT1 NUMERIC
@ATTRIBUTE SOS2 NUMERIC
@ATTRIBUTE WHSC1 NUMERIC
@ATTRIBUTE BCAP29 NUMERIC
@ATTRIBUTE SNTB1 NUMERIC
@ATTRIBUTE CCDC90A NUMERIC
@ATTRIBUTE PANK2 NUMERIC
@ATTRIBUTE PCM1 NUMERIC
@ATTRIBUTE ACTB NUMERIC
@ATTRIBUTE ELK4 NUMERIC
@ATTRIBUTE KCNMA1 NUMERIC
@ATTRIBUTE HIST2H4B NUMERIC
@ATTRIBUTE NETO2 NUMERIC
@ATTRIBUTE RAPGEF2 NUMERIC
@ATTRIBUTE CLIP3 NUMERIC
@ATTRIBUTE ATP6V0E1 NUMERIC
@ATTRIBUTE EXOC3 NUMERIC
@ATTRIBUTE RAB7L1 NUMERIC
@ATTRIBUTE IGHM NUMERIC
@ATTRIBUTE LRRFIP1 NUMERIC
@ATTRIBUTE SOBP NUMERIC
@ATTRIBUTE GUCY1A3 NUMERIC
@ATTRIBUTE SOCS7 NUMERIC
@ATTRIBUTE RBMS2 NUMERIC
@ATTRIBUTE PPARA NUMERIC
@ATTRIBUTE HSPD1 NUMERIC
@ATTRIBUTE THOC2 NUMERIC
@ATTRIBUTE ANKRD28 NUMERIC
@ATTRIBUTE DDR2 NUMERIC
@ATTRIBUTE GSK3B NUMERIC
@ATTRIBUTE HMGB1 NUMERIC
@ATTRIBUTE GOLGA2 NUMERIC
@ATTRIBUTE VPRBP NUMERIC
@ATTRIBUTE PERP NUMERIC
@ATTRIBUTE TAPT1 NUMERIC
@ATTRIBUTE FGFR1 NUMERIC
@ATTRIBUTE CRIM1 NUMERIC
@ATTRIBUTE HNRNPD NUMERIC
@ATTRIBUTE CHD2 NUMERIC
@ATTRIBUTE ADAM30 NUMERIC
@ATTRIBUTE SLC22A7 NUMERIC
@ATTRIBUTE INADL NUMERIC
@ATTRIBUTE JPH3 NUMERIC
@ATTRIBUTE CDH6 NUMERIC
@ATTRIBUTE LIMCH1 NUMERIC
@ATTRIBUTE CCDC82 NUMERIC
@ATTRIBUTE MFSD6 NUMERIC
@ATTRIBUTE UQCRB NUMERIC
@ATTRIBUTE KCNMB4 NUMERIC
@ATTRIBUTE EP400 NUMERIC
@ATTRIBUTE LOC91316 NUMERIC
@ATTRIBUTE RTCD1 NUMERIC
@ATTRIBUTE BAD NUMERIC
@ATTRIBUTE DRAM1 NUMERIC
@ATTRIBUTE BMPR1B NUMERIC
@ATTRIBUTE KIAA0907 NUMERIC
@ATTRIBUTE BLVRA NUMERIC
@ATTRIBUTE PDZD2 NUMERIC
@ATTRIBUTE ZBTB38 NUMERIC
@ATTRIBUTE SARDH NUMERIC
@ATTRIBUTE TPM3 NUMERIC
@ATTRIBUTE FLRT2 NUMERIC
@ATTRIBUTE SEPT9 NUMERIC
@ATTRIBUTE PPP1R9A NUMERIC
@ATTRIBUTE ZNF529 NUMERIC
@ATTRIBUTE SKI NUMERIC
@ATTRIBUTE MMP28 NUMERIC
@ATTRIBUTE KPNA4 NUMERIC
@ATTRIBUTE ZNF710 NUMERIC
@ATTRIBUTE NUMA1 NUMERIC
@ATTRIBUTE UQCR10 NUMERIC
@ATTRIBUTE C14ORF138 NUMERIC
@ATTRIBUTE WWC2 NUMERIC
@ATTRIBUTE SYNJ2 NUMERIC
@ATTRIBUTE DLG1 NUMERIC
@ATTRIBUTE RPS19 NUMERIC
@ATTRIBUTE OSBPL8 NUMERIC
@ATTRIBUTE RUFY2 NUMERIC
@ATTRIBUTE SLC25A36 NUMERIC
@ATTRIBUTE MAPK1IP1L NUMERIC
@ATTRIBUTE HES2 NUMERIC
@ATTRIBUTE TP53AIP1 NUMERIC
@ATTRIBUTE SIPA1L3 NUMERIC
@ATTRIBUTE CIAO1 NUMERIC
@ATTRIBUTE LMAN1 NUMERIC
@ATTRIBUTE PTPMT1 NUMERIC
@ATTRIBUTE ATXN7L1 NUMERIC
@ATTRIBUTE AP1G1 NUMERIC
@ATTRIBUTE C4ORF29 NUMERIC
@ATTRIBUTE C6ORF130 NUMERIC
@ATTRIBUTE ITGBL1 NUMERIC
@ATTRIBUTE AKAP13 NUMERIC
@ATTRIBUTE SCD NUMERIC
@ATTRIBUTE WASL NUMERIC
@ATTRIBUTE SERPINB9 NUMERIC
@ATTRIBUTE HSP90AB1 NUMERIC
@ATTRIBUTE MASP1 NUMERIC
@ATTRIBUTE SEC24A NUMERIC
@ATTRIBUTE EIF4E2 NUMERIC
@ATTRIBUTE CHD9 NUMERIC
@ATTRIBUTE PRUNE NUMERIC
@ATTRIBUTE HOXA3 NUMERIC
@ATTRIBUTE ZNF224 NUMERIC
@ATTRIBUTE TAF1B NUMERIC
@ATTRIBUTE WDFY3 NUMERIC
@ATTRIBUTE STAM2 NUMERIC
@ATTRIBUTE C6ORF35 NUMERIC
@ATTRIBUTE GSN NUMERIC
@ATTRIBUTE TNKS2 NUMERIC
@ATTRIBUTE CLDN18 NUMERIC
@ATTRIBUTE SPAG16 NUMERIC
@ATTRIBUTE CDC42BPA NUMERIC
@ATTRIBUTE BACH1 NUMERIC
@ATTRIBUTE USP7 NUMERIC
@ATTRIBUTE ANAPC5 NUMERIC
@ATTRIBUTE PLK3 NUMERIC
@ATTRIBUTE STK11 NUMERIC
@ATTRIBUTE SLC12A4 NUMERIC
@ATTRIBUTE DGKE NUMERIC
@ATTRIBUTE CASR NUMERIC
@ATTRIBUTE CACNG4 NUMERIC
@ATTRIBUTE RNF7 NUMERIC
@ATTRIBUTE TACR1 NUMERIC
@ATTRIBUTE TMEM110 NUMERIC
@ATTRIBUTE MCPH1 NUMERIC
@ATTRIBUTE HABP4 NUMERIC
@ATTRIBUTE USP46 NUMERIC
@ATTRIBUTE UTP11L NUMERIC
@ATTRIBUTE MEG3 NUMERIC
@ATTRIBUTE TACC1 NUMERIC
@ATTRIBUTE ATP2C2 NUMERIC
@ATTRIBUTE KCTD15 NUMERIC
@ATTRIBUTE NRAP NUMERIC
@ATTRIBUTE PNPLA3 NUMERIC
@ATTRIBUTE MECOM NUMERIC
@ATTRIBUTE PPP6R2 NUMERIC
@ATTRIBUTE RIF1 NUMERIC
@ATTRIBUTE BCL2L1 NUMERIC
@ATTRIBUTE DDX49 NUMERIC
@ATTRIBUTE FGFR2 NUMERIC
@ATTRIBUTE DCAF8 NUMERIC
@ATTRIBUTE ZNF614 NUMERIC
@ATTRIBUTE HTATIP2 NUMERIC
@ATTRIBUTE ANGPT2 NUMERIC
@ATTRIBUTE FLI1 NUMERIC
@ATTRIBUTE EPHA5 NUMERIC
@ATTRIBUTE ATP6V0A2 NUMERIC
@ATTRIBUTE KHDC1 NUMERIC
@ATTRIBUTE CUEDC1 NUMERIC
@ATTRIBUTE UBE2I NUMERIC
@ATTRIBUTE CPPED1 NUMERIC
@ATTRIBUTE BCCIP NUMERIC
@ATTRIBUTE HNRNPU NUMERIC
@ATTRIBUTE C16ORF72 NUMERIC
@ATTRIBUTE FLJ10038 NUMERIC
@ATTRIBUTE ZBTB10 NUMERIC
@ATTRIBUTE BCAT1 NUMERIC
@ATTRIBUTE CLPB NUMERIC
@ATTRIBUTE CPEB3 NUMERIC
@ATTRIBUTE ADAMTS5 NUMERIC
@ATTRIBUTE HBEGF NUMERIC
@ATTRIBUTE CNKSR2 NUMERIC
@ATTRIBUTE FZD4 NUMERIC
@ATTRIBUTE SLC1A2 NUMERIC
@ATTRIBUTE PAPPA NUMERIC
@ATTRIBUTE NCRNA00105 NUMERIC
@ATTRIBUTE TNS4 NUMERIC
@ATTRIBUTE RALBP1 NUMERIC
@ATTRIBUTE SRSF8 NUMERIC
@ATTRIBUTE EPM2AIP1 NUMERIC
@ATTRIBUTE USP49 NUMERIC
@ATTRIBUTE SIAH1 NUMERIC
@ATTRIBUTE USP22 NUMERIC
@ATTRIBUTE EPB41L4A NUMERIC
@ATTRIBUTE CHML NUMERIC
@ATTRIBUTE APLP2 NUMERIC
@ATTRIBUTE RREB1 NUMERIC
@ATTRIBUTE NIPAL3 NUMERIC
@ATTRIBUTE HLA-DQA1 NUMERIC
@ATTRIBUTE VPS35 NUMERIC
@ATTRIBUTE C20ORF117 NUMERIC
@ATTRIBUTE SAR1B NUMERIC
@ATTRIBUTE ITGB8 NUMERIC
@ATTRIBUTE SUZ12P NUMERIC
@ATTRIBUTE EMG1 NUMERIC
@ATTRIBUTE USP34 NUMERIC
@ATTRIBUTE FRS2 NUMERIC
@ATTRIBUTE RAB7A NUMERIC
@ATTRIBUTE CD36 NUMERIC
@ATTRIBUTE MICAL2 NUMERIC
@ATTRIBUTE RUNX2 NUMERIC
@ATTRIBUTE EGR4 NUMERIC
@ATTRIBUTE FERMT1 NUMERIC
@ATTRIBUTE SLC6A6 NUMERIC
@ATTRIBUTE IGHG1 NUMERIC
@ATTRIBUTE CCDC40 NUMERIC
@ATTRIBUTE TLR4 NUMERIC
@ATTRIBUTE MAST4 NUMERIC
@ATTRIBUTE SSTR1 NUMERIC
@ATTRIBUTE EPS8L2 NUMERIC
@ATTRIBUTE ATP6V1C1 NUMERIC
@ATTRIBUTE SETD3 NUMERIC
@ATTRIBUTE DNAH6 NUMERIC
@ATTRIBUTE ICA1 NUMERIC
@ATTRIBUTE ATP2B3 NUMERIC
@ATTRIBUTE ERICH1 NUMERIC
@ATTRIBUTE PQLC1 NUMERIC
@ATTRIBUTE KLHDC10 NUMERIC
@ATTRIBUTE CELF1 NUMERIC
@ATTRIBUTE PDE5A NUMERIC
@ATTRIBUTE EDIL3 NUMERIC
@ATTRIBUTE ENG NUMERIC
@ATTRIBUTE ETS1 NUMERIC
@ATTRIBUTE AKTIP NUMERIC
@ATTRIBUTE MRPS31 NUMERIC
@ATTRIBUTE P2RX2 NUMERIC
@ATTRIBUTE MSL3 NUMERIC
@ATTRIBUTE PLA2G12A NUMERIC
@ATTRIBUTE HOXD13 NUMERIC
@ATTRIBUTE ZNF207 NUMERIC
@ATTRIBUTE SPIN1 NUMERIC
@ATTRIBUTE RIT1 NUMERIC
@ATTRIBUTE AASDHPPT NUMERIC
@ATTRIBUTE ASNS NUMERIC
@ATTRIBUTE PREPL NUMERIC
@ATTRIBUTE ESD NUMERIC
@ATTRIBUTE PTBP1 NUMERIC
@ATTRIBUTE PGAP1 NUMERIC
@ATTRIBUTE OTUD4 NUMERIC
@ATTRIBUTE MBNL1 NUMERIC
@ATTRIBUTE HKDC1 NUMERIC
@ATTRIBUTE ZNF140 NUMERIC
@ATTRIBUTE LINS1 NUMERIC
@ATTRIBUTE HMGB3 NUMERIC
@ATTRIBUTE DNAJC4 NUMERIC
@ATTRIBUTE FBXL4 NUMERIC
@ATTRIBUTE STAT2 NUMERIC
@ATTRIBUTE ERLIN2 NUMERIC
@ATTRIBUTE HFE NUMERIC
@ATTRIBUTE ADD2 NUMERIC
@ATTRIBUTE SP2 NUMERIC
@ATTRIBUTE FAM105A NUMERIC
@ATTRIBUTE CFTR NUMERIC
@ATTRIBUTE THBS1 NUMERIC
@ATTRIBUTE RNFT1 NUMERIC
@ATTRIBUTE DMD NUMERIC
@ATTRIBUTE KDM4B NUMERIC
@ATTRIBUTE ABI2 NUMERIC
@ATTRIBUTE CREBZF NUMERIC
@ATTRIBUTE SKAP2 NUMERIC
@ATTRIBUTE KPNA5 NUMERIC
@ATTRIBUTE MAT2B NUMERIC

@DATA
Control,781.215,788.263,180.442,296.028,159.943,610.88,802.153,571.069,208.472,1181.253,592.57,874.655,16684.859,296.295,1974.131,204.148,233.204,730.34,273.398,214.032,781.215,7689.616,1713.849,2429.802,406.995,345.581,2046.255,307.259,1571.702,325.055,796.971,182.512,1171.115,2498.491,192.043,1278.595,191.564,283.826,1181.253,214.083,207.333,296.295,2429.802,137.114,56.306,207.813,785.767,372.358,368.409,171.32,849.256,219.994,377.307,90.283,113.667,2325.099,2429.802,909.21,134.631,177.925,167.056,208.472,333.989,161.744,257.117,126.985,49.51,99.283,673.61,409.455,649.298,802.153,441.023,114.056,249.967,252.27,2208.307,107.47,176.003,482.088,2498.491,104.261,869.596,362.528,67.607,2429.802,1291.664,191.796,290.407,447.803,521.756,291.326,172.773,119.942,3856.541,265.936,844.066,963.939,429.412,362.528,482.088,234.833,621.246,242.623,1078.817,393.279,433.099,265.607,377.737,207.333,113.513,963.939,963.939,1591.265,386.989,217.412,5171.268,61.573,267.003,325.837,1974.131,104.361,498.682,212.601,567.898,724.121,482.088,201.478,245.972,239.791,429.412,173.958,306.882,909.21,2400.11,1278.595,677.994,788.263,200.152,1974.131,2323.265,804.409,207.073,233.429,25.384,2048.122,2722.533,4749.396,1268.609,844.066,1421.099,656.137,221.509,61.573,1115.517,302.625,1177.162,629.408,5067.34,224.055,116.796,2325.099,329.633,226.148,218.047,243.355,1171.115,91.976,371.4,148.421,339.41,730.34,443.509,621.246,311.768,59.307,248.163,1268.609,5384.289,666.851,250.616,1394.535,804.734,277.496,1198.4,191.564,433.099,7267.506,2640.33,116.647,152.903,162.196,85.504,78.639,796.971,126.077,233.334,110.876,1295.922,240.899,135.722,364.457,134.191,484.501,537.934,443.509,539.505,333.989,169.238,1394.535,269.721,484.501,366.762,277.845,121.273,193.401,791.898,1713.849,208.548,207.073,1526.592,1949.439,261.074,507.981,7689.616,105.536,521.671,269.721,109.75,198.664,204.148,1109.208,193.66,250.616,540.477,67.4,316.657,243.679,110.995,258.53,1713.849,456.127,170.893,121.571,1088.663,5171.268,159.248,781.215,3856.541,329.38,143.284,199.791,291.729,394.327,4545.539,124.932,325.055,618.869,393.977,297.86,316.657,199.791,60.973,274.427,726.377,2325.099,76.895,424.441,315.882,2498.491,290.407,366.329,84.449,187.453,124.995,217.546,242.623,195.037,530.982,441.023,315.021,1088.663,233.543,96.95,179.537,188.487,236.103,1100.452,257.311,171.32,217.412,139.066,291.326,221.509,5067.34,129.566,2323.265,181.49,5171.268,498.682,1935.939,144.328,16684.859,233.334,201.445,269.278,1460.263,142.429,730.34,424.441,366.762,182.017,265.607,188.678,430.767,271.818,64.529,142.362,121.62,269.088,645.437,377.809,180.687,242.335,273.002,105.536,248.056,874.655,729.326,447.803,802.153,645.437,269.088,2640.33,1088.663,673.61,83.343,239.225,345.517,406.995,306.881,183.634,406.995,809.832,135.121,963.939,267.136,1726.106,384.496,139.066,561.77,509.145,490.636,242.623,306.769,51.003,113.529
Control,757.061,808.926,196.832,306.474,107.757,693.197,649.418,542.442,171.613,1561.683,736.014,906.91,16941.57,319.283,2287.135,209.429,177.748,808.904,347.356,262.452,757.061,8200.086,1830.807,2468.81,325.454,315.369,800.452,386.314,1479.306,346.999,745.934,192.798,185.007,2231.204,178.027,1518.331,183.842,287.971,1561.683,168.751,182.424,319.283,2468.81,114.645,53.304,154.209,638.916,417.919,459.158,176.855,987.144,263.748,374.582,82.142,123.09,2558.755,2468.81,887.451,148.136,186.506,186.614,171.613,299.811,165.351,229.821,139.147,45.814,102.312,661.601,540.717,538.374,649.418,451.053,72.216,299.143,247.462,2086.026,82.718,197.303,622.291,2231.204,123.09,903.261,396.747,59.243,2468.81,1311.425,155.666,255.348,514.611,367.002,256.153,205.331,108.347,4741.772,218.308,851.908,891.14,427.089,396.747,622.291,232.42,662.07,150.149,1232.32,303.909,358.618,234.897,392.894,195.895,123.24,891.14,906.91,1654.865,336.769,207.506,5249.007,53.197,243.776,338.962,2287.135,119.385,403.549,211.779,322.416,587.565,622.291,166.031,195.236,178.795,427.089,169.169,364.569,887.451,2617.271,1518.331,570.009,808.926,219.479,2287.135,2419.801,919.902,250.299,223.736,21.596,1963.518,2905.773,5028.981,965.125,851.908,1387.856,615.898,199.647,81.025,991.208,369.497,1019.536,623.168,5315.288,256.155,126.932,2558.755,405.906,220.862,267.522,244.182,158.195,80.826,276.429,162.982,318.792,808.904,325.619,662.07,239.667,67.416,299.143,965.125,5434.304,617.845,231.127,1243.704,780.726,232.788,1382.732,183.842,358.618,7050.906,2774.133,104.343,156.743,142.125,82.857,77.495,745.934,97.011,378.759,114.631,1247.134,335.308,104.705,334.542,102.039,540.6,475.568,325.619,567.702,299.811,160.982,1243.704,279.551,540.6,387.562,224.691,106.471,123.048,981.916,1830.807,127.788,250.299,1538.721,1923.506,226.101,623.903,8200.086,114.631,547.28,279.551,99.633,222.578,158.589,874.964,178.426,259.281,550.033,58.387,244.301,167.488,92.085,271.983,1830.807,539.543,154.329,133.73,1129.808,5249.007,132.009,757.061,4741.772,311.345,119.378,204.698,262.47,391.242,4731.948,114.631,346.999,490.63,597.4,261.928,242.649,204.698,35.967,245.122,691.578,2558.755,57.041,412.71,238.896,2231.204,255.348,354.579,71.234,228.055,78.32,201.15,150.149,197.558,430.007,597.4,318.694,1129.808,271.845,86.952,182.75,162.225,199.615,1247.134,250.272,176.855,207.506,154.209,256.153,248.644,5315.288,119.378,2419.801,178.984,5249.007,403.549,2317.557,74.931,16941.57,378.759,150.531,244.911,1173.836,135.211,808.904,412.71,387.562,137.88,234.897,185.007,488.361,220.176,67.995,143.196,65.237,217.159,602.777,672.578,174.312,185.594,225.698,114.631,243.96,906.91,779.737,514.611,649.418,602.777,217.159,2774.133,1129.808,661.601,75.354,220.941,354.673,331.506,338.145,184.096,325.454,782.553,123.925,891.14,202.885,1691.932,308.922,154.209,504.709,512.806,433.491,170.992,209.625,37.61,106.304
Control,739.586,770.676,188.56,350.024,94.979,678.417,455.173,453.78,189.535,1197.045,785.419,922.587,16686.667,422.803,2384.912,189.088,168.161,862.209,364.14,248.057,739.586,7315.313,1722.224,2606.578,325.58,319.408,1496.865,320.3,1594.011,353.674,552.19,168.407,207.784,1810.009,191.998,1526.436,164.296,241.462,1197.045,173.011,228.532,422.803,2606.578,113.352,46.403,178.242,662.013,456.256,328.695,191.011,954.598,178.765,393.979,104.086,129.555,2323.738,2606.578,868.395,119.977,203.629,201.617,189.535,261.476,192.334,213.243,156.571,51.774,104.128,627.122,706.131,478.38,455.173,455.866,104.299,309.007,277.526,1701.309,116.545,201.011,514.435,1810.009,118.744,944.159,397.63,46.53,2606.578,1428.816,160.296,253.47,605.752,510.559,323.529,196.607,128.784,4434.881,218.481,683.029,1105.949,373.924,397.63,514.435,176.2,519.788,134.468,1302.871,338.13,337.719,238.538,376.893,228.532,122.257,1105.949,1105.949,1921.822,318.51,253.948,5401.993,52.643,247.646,334.776,2384.912,92.918,508.943,276.013,405.778,644.185,514.435,171.133,219.656,216.623,373.924,186.191,382.51,868.395,2337.51,1526.436,674.825,770.676,256.436,2384.912,2436.171,802.886,231.79,244.935,30.84,2206.901,3000.287,4831.45,1034.427,683.029,1597.776,554.442,149.908,65.655,1014.71,197.852,1128.584,560.99,4998.128,291.099,99.402,2323.738,316.34,212.533,273.928,236.195,172.661,87.061,319.521,166.362,281.266,862.209,376.897,546.115,238.098,57.904,309.007,1034.427,5724.012,644.438,216.174,1277.726,880.046,236.743,1230.549,164.296,337.719,7536.819,2371.436,93.789,169.039,172.838,81.661,94.765,552.19,102.075,364.668,112.268,1081.259,186.641,113.991,308.526,111.911,633.761,546.115,376.897,544.003,261.476,176.526,1277.726,301.882,633.761,365.705,337.282,115.319,154.313,1041.64,1722.224,121.361,231.79,1665.867,2243.579,259.195,519.183,7315.313,112.268,527.919,301.882,121.579,223.141,149.659,760.489,188.597,216.174,516.242,53.555,281.022,175.035,91.141,303.119,1722.224,607.744,167.572,143.573,1124.783,5401.993,126.418,739.586,4434.881,250.384,136.705,223.824,248.838,361.238,4985.798,112.268,353.674,650.47,828.994,216.791,272.882,223.824,56.513,285.326,615.261,2323.738,53.278,382.046,250.692,1810.009,253.47,317.403,80.632,178.442,84.582,183.75,134.468,205.273,419.654,828.994,286.822,1124.783,217.845,85.194,145.472,148.234,195.659,1081.259,273.043,191.011,253.948,139.627,323.529,235.891,4998.128,136.705,2436.171,199.763,5401.993,508.943,2383.628,72.111,16686.667,364.668,162.81,243.014,1321.634,118.302,862.209,382.046,365.705,103.79,259.195,207.784,278.277,231.918,80.142,141.07,63.622,262.21,617.92,985.149,186.953,166.888,374.384,112.268,272.935,922.587,687.188,605.752,455.173,617.92,229.613,2371.436,1124.783,627.122,75.822,187.697,372.757,343.169,311.83,152.014,325.58,745.694,93.216,1105.949,307.415,1684.873,296.724,139.627,472.84,457.646,482.391,159.17,224.717,30.897,101.339
