% Title: HIV, All Species
% Creator: Neena Parikh
%
@RELATION infection

@ATTRIBUTE class {Control,GDS2820,GDs2381,GDS2382}
@ATTRIBUTE PML NUMERIC
@ATTRIBUTE CASC5 NUMERIC
@ATTRIBUTE XAF1 NUMERIC
@ATTRIBUTE BCL2L14 NUMERIC
@ATTRIBUTE CDC42BPA NUMERIC
@ATTRIBUTE DYNC1LI2 NUMERIC
@ATTRIBUTE CD47 NUMERIC
@ATTRIBUTE PITPNC1 NUMERIC
@ATTRIBUTE CYP26B1 NUMERIC
@ATTRIBUTE AKAP13 NUMERIC
@ATTRIBUTE CRTAP NUMERIC
@ATTRIBUTE STK11 NUMERIC
@ATTRIBUTE NIP7 NUMERIC
@ATTRIBUTE RBBP6 NUMERIC
@ATTRIBUTE DCP2 NUMERIC
@ATTRIBUTE AVIL NUMERIC
@ATTRIBUTE CPD NUMERIC
@ATTRIBUTE AKTIP NUMERIC
@ATTRIBUTE MYRIP NUMERIC
@ATTRIBUTE GSTM3 NUMERIC
@ATTRIBUTE HBP1 NUMERIC
@ATTRIBUTE SEC62 NUMERIC
@ATTRIBUTE PTPRE NUMERIC
@ATTRIBUTE CUL5 NUMERIC
@ATTRIBUTE G3BP1 NUMERIC
@ATTRIBUTE PECR NUMERIC
@ATTRIBUTE EPS15 NUMERIC
@ATTRIBUTE SYT12 NUMERIC
@ATTRIBUTE BAZ1B NUMERIC
@ATTRIBUTE FBXL4 NUMERIC
@ATTRIBUTE GSK3B NUMERIC
@ATTRIBUTE RHOBTB3 NUMERIC
@ATTRIBUTE ZBTB43 NUMERIC
@ATTRIBUTE CSNK1A1 NUMERIC
@ATTRIBUTE IL20RA NUMERIC
@ATTRIBUTE SORBS1 NUMERIC
@ATTRIBUTE MBD1 NUMERIC
@ATTRIBUTE PRKD3 NUMERIC
@ATTRIBUTE BPTF NUMERIC
@ATTRIBUTE VPS53 NUMERIC
@ATTRIBUTE DNAJC4 NUMERIC
@ATTRIBUTE RRAGC NUMERIC
@ATTRIBUTE EDIL3 NUMERIC
@ATTRIBUTE LCP2 NUMERIC
@ATTRIBUTE IL7R NUMERIC
@ATTRIBUTE BACE1 NUMERIC
@ATTRIBUTE MLLT4 NUMERIC
@ATTRIBUTE ERCC1 NUMERIC
@ATTRIBUTE TRIM2 NUMERIC
@ATTRIBUTE IMPAD1 NUMERIC
@ATTRIBUTE MAPK1 NUMERIC
@ATTRIBUTE PTPN21 NUMERIC
@ATTRIBUTE HIPK2 NUMERIC
@ATTRIBUTE PRKAG2 NUMERIC
@ATTRIBUTE LRCH1 NUMERIC
@ATTRIBUTE BTC NUMERIC
@ATTRIBUTE WASL NUMERIC
@ATTRIBUTE BCAP29 NUMERIC
@ATTRIBUTE DEPDC6 NUMERIC
@ATTRIBUTE QRICH1 NUMERIC
@ATTRIBUTE TBX1 NUMERIC
@ATTRIBUTE GATM NUMERIC
@ATTRIBUTE DCAF6 NUMERIC
@ATTRIBUTE LSAMP NUMERIC
@ATTRIBUTE NEBL NUMERIC
@ATTRIBUTE S100A10 NUMERIC
@ATTRIBUTE OPA3 NUMERIC
@ATTRIBUTE LMO4 NUMERIC
@ATTRIBUTE RGS16 NUMERIC
@ATTRIBUTE PPM1A NUMERIC
@ATTRIBUTE GINS4 NUMERIC
@ATTRIBUTE SRSF8 NUMERIC
@ATTRIBUTE NFASC NUMERIC
@ATTRIBUTE MYH14 NUMERIC
@ATTRIBUTE EHF NUMERIC
@ATTRIBUTE SMCHD1 NUMERIC
@ATTRIBUTE IKZF1 NUMERIC
@ATTRIBUTE GBP1 NUMERIC
@ATTRIBUTE MPZL2 NUMERIC
@ATTRIBUTE CTSC NUMERIC
@ATTRIBUTE JAK3 NUMERIC
@ATTRIBUTE YME1L1 NUMERIC
@ATTRIBUTE EPN2 NUMERIC
@ATTRIBUTE NT5C2 NUMERIC
@ATTRIBUTE SSFA2 NUMERIC
@ATTRIBUTE CD48 NUMERIC
@ATTRIBUTE YY1 NUMERIC
@ATTRIBUTE COL9A2 NUMERIC
@ATTRIBUTE TFRC NUMERIC
@ATTRIBUTE SEC61A1 NUMERIC
@ATTRIBUTE RPL17 NUMERIC
@ATTRIBUTE CHD9 NUMERIC
@ATTRIBUTE MFHAS1 NUMERIC
@ATTRIBUTE SEC22A NUMERIC
@ATTRIBUTE CORIN NUMERIC
@ATTRIBUTE ZDHHC13 NUMERIC
@ATTRIBUTE JUND NUMERIC
@ATTRIBUTE TMEM164 NUMERIC
@ATTRIBUTE SREBF2 NUMERIC
@ATTRIBUTE TTC28 NUMERIC
@ATTRIBUTE STAT1 NUMERIC
@ATTRIBUTE SOCS7 NUMERIC
@ATTRIBUTE CREBBP NUMERIC
@ATTRIBUTE PLCB4 NUMERIC
@ATTRIBUTE ITPKB NUMERIC
@ATTRIBUTE EIF2AK2 NUMERIC
@ATTRIBUTE RPS6KA4 NUMERIC
@ATTRIBUTE CENPN NUMERIC
@ATTRIBUTE FXYD5 NUMERIC
@ATTRIBUTE ZMYND8 NUMERIC
@ATTRIBUTE ANK2 NUMERIC
@ATTRIBUTE COTL1 NUMERIC
@ATTRIBUTE NR2C2 NUMERIC
@ATTRIBUTE ANK3 NUMERIC
@ATTRIBUTE ECHDC1 NUMERIC
@ATTRIBUTE GRLF1 NUMERIC
@ATTRIBUTE AFF4 NUMERIC
@ATTRIBUTE CTSS NUMERIC
@ATTRIBUTE ITFG1 NUMERIC
@ATTRIBUTE ASAP1 NUMERIC
@ATTRIBUTE KDM4B NUMERIC
@ATTRIBUTE PCYT1A NUMERIC
@ATTRIBUTE NAAA NUMERIC
@ATTRIBUTE NDE1 NUMERIC
@ATTRIBUTE OXR1 NUMERIC
@ATTRIBUTE PMEPA1 NUMERIC
@ATTRIBUTE WDR41 NUMERIC
@ATTRIBUTE HS2ST1 NUMERIC
@ATTRIBUTE PDE4DIP NUMERIC
@ATTRIBUTE PPARD NUMERIC
@ATTRIBUTE ADAP2 NUMERIC
@ATTRIBUTE NAMPT NUMERIC
@ATTRIBUTE FNBP1 NUMERIC
@ATTRIBUTE CTSB NUMERIC
@ATTRIBUTE STAT3 NUMERIC
@ATTRIBUTE JARID2 NUMERIC
@ATTRIBUTE KIF13A NUMERIC
@ATTRIBUTE RPS25 NUMERIC
@ATTRIBUTE SNAP29 NUMERIC
@ATTRIBUTE CYBB NUMERIC
@ATTRIBUTE NUCKS1 NUMERIC
@ATTRIBUTE COL11A1 NUMERIC
@ATTRIBUTE KRR1 NUMERIC
@ATTRIBUTE USP46 NUMERIC
@ATTRIBUTE RAB11FIP1 NUMERIC
@ATTRIBUTE BRSK2 NUMERIC
@ATTRIBUTE SLC30A9 NUMERIC
@ATTRIBUTE GPM6A NUMERIC
@ATTRIBUTE MTMR10 NUMERIC
@ATTRIBUTE PTPRK NUMERIC
@ATTRIBUTE H2AFJ NUMERIC
@ATTRIBUTE FST NUMERIC
@ATTRIBUTE ABCA5 NUMERIC
@ATTRIBUTE FUS NUMERIC
@ATTRIBUTE MED4 NUMERIC
@ATTRIBUTE PPARA NUMERIC
@ATTRIBUTE ARPC5L NUMERIC
@ATTRIBUTE NEO1 NUMERIC
@ATTRIBUTE HSP90AB1 NUMERIC
@ATTRIBUTE ACTG2 NUMERIC
@ATTRIBUTE EPPK1 NUMERIC
@ATTRIBUTE KCNC4 NUMERIC
@ATTRIBUTE EIF5A2 NUMERIC
@ATTRIBUTE RALGAPB NUMERIC
@ATTRIBUTE LIPA NUMERIC
@ATTRIBUTE ADARB1 NUMERIC
@ATTRIBUTE ZC3H13 NUMERIC
@ATTRIBUTE LRRC59 NUMERIC
@ATTRIBUTE DLG2 NUMERIC
@ATTRIBUTE LPGAT1 NUMERIC
@ATTRIBUTE MICAL3 NUMERIC
@ATTRIBUTE RGNEF NUMERIC
@ATTRIBUTE POLA2 NUMERIC
@ATTRIBUTE RASAL2 NUMERIC
@ATTRIBUTE NIPBL NUMERIC
@ATTRIBUTE ABCC3 NUMERIC
@ATTRIBUTE OAS2 NUMERIC
@ATTRIBUTE DDX58 NUMERIC
@ATTRIBUTE SNTB2 NUMERIC
@ATTRIBUTE DCAF8 NUMERIC
@ATTRIBUTE FANCI NUMERIC
@ATTRIBUTE BCLAF1 NUMERIC
@ATTRIBUTE PTPRD NUMERIC
@ATTRIBUTE ACPP NUMERIC
@ATTRIBUTE TNPO1 NUMERIC
@ATTRIBUTE MYO1C NUMERIC
@ATTRIBUTE DTNA NUMERIC
@ATTRIBUTE HIF1AN NUMERIC
@ATTRIBUTE ZC4H2 NUMERIC
@ATTRIBUTE SLC6A4 NUMERIC
@ATTRIBUTE EIF4EBP2 NUMERIC
@ATTRIBUTE GLS NUMERIC
@ATTRIBUTE MMRN2 NUMERIC
@ATTRIBUTE ACTR2 NUMERIC
@ATTRIBUTE SORT1 NUMERIC
@ATTRIBUTE ANKRD11 NUMERIC
@ATTRIBUTE MYH7B NUMERIC
@ATTRIBUTE CD9 NUMERIC
@ATTRIBUTE FAR2 NUMERIC
@ATTRIBUTE GART NUMERIC
@ATTRIBUTE ARHGEF11 NUMERIC
@ATTRIBUTE CYHR1 NUMERIC
@ATTRIBUTE ASPH NUMERIC
@ATTRIBUTE CIRBP NUMERIC
@ATTRIBUTE YWHAH NUMERIC
@ATTRIBUTE PLSCR1 NUMERIC
@ATTRIBUTE PLXNA2 NUMERIC
@ATTRIBUTE TRPV2 NUMERIC
@ATTRIBUTE CDKL3 NUMERIC
@ATTRIBUTE HTR7 NUMERIC
@ATTRIBUTE TLK2 NUMERIC
@ATTRIBUTE GSN NUMERIC
@ATTRIBUTE ZBTB7C NUMERIC
@ATTRIBUTE EIF3F NUMERIC
@ATTRIBUTE PRLR NUMERIC
@ATTRIBUTE LPHN3 NUMERIC
@ATTRIBUTE FBXO3 NUMERIC
@ATTRIBUTE CFL1 NUMERIC
@ATTRIBUTE THBS1 NUMERIC
@ATTRIBUTE CLASP2 NUMERIC
@ATTRIBUTE VPS54 NUMERIC
@ATTRIBUTE FABP4 NUMERIC
@ATTRIBUTE CLEC4E NUMERIC
@ATTRIBUTE FANCA NUMERIC
@ATTRIBUTE CYCS NUMERIC
@ATTRIBUTE SPATS2L NUMERIC
@ATTRIBUTE RDX NUMERIC
@ATTRIBUTE CD53 NUMERIC
@ATTRIBUTE PKIA NUMERIC
@ATTRIBUTE PAK1 NUMERIC
@ATTRIBUTE LRPPRC NUMERIC
@ATTRIBUTE HERC6 NUMERIC
@ATTRIBUTE RBM15 NUMERIC
@ATTRIBUTE ENPP3 NUMERIC
@ATTRIBUTE IFIT3 NUMERIC
@ATTRIBUTE RNF19A NUMERIC
@ATTRIBUTE FGFR2 NUMERIC
@ATTRIBUTE GLIPR1 NUMERIC
@ATTRIBUTE TCF12 NUMERIC
@ATTRIBUTE OBSL1 NUMERIC
@ATTRIBUTE ZFYVE21 NUMERIC
@ATTRIBUTE IL4I1 NUMERIC
@ATTRIBUTE ITGB2 NUMERIC
@ATTRIBUTE U2AF1 NUMERIC
@ATTRIBUTE PSMB2 NUMERIC
@ATTRIBUTE LRMP NUMERIC
@ATTRIBUTE SORL1 NUMERIC
@ATTRIBUTE IRF1 NUMERIC
@ATTRIBUTE ABI2 NUMERIC
@ATTRIBUTE CAMK2N1 NUMERIC
@ATTRIBUTE SLC11A1 NUMERIC
@ATTRIBUTE ENO3 NUMERIC
@ATTRIBUTE LRRFIP1 NUMERIC
@ATTRIBUTE JAG1 NUMERIC
@ATTRIBUTE RANBP10 NUMERIC
@ATTRIBUTE PDZD2 NUMERIC
@ATTRIBUTE STK17B NUMERIC
@ATTRIBUTE SERBP1 NUMERIC
@ATTRIBUTE ETV5 NUMERIC
@ATTRIBUTE GM2A NUMERIC
@ATTRIBUTE TOP2A NUMERIC
@ATTRIBUTE MCF2L NUMERIC
@ATTRIBUTE VSIG10 NUMERIC
@ATTRIBUTE TEX264 NUMERIC
@ATTRIBUTE PSAT1 NUMERIC
@ATTRIBUTE LONP2 NUMERIC
@ATTRIBUTE LIMCH1 NUMERIC
@ATTRIBUTE PPIL6 NUMERIC
@ATTRIBUTE CDK6 NUMERIC
@ATTRIBUTE POLR2F NUMERIC
@ATTRIBUTE RALGAPA1 NUMERIC
@ATTRIBUTE RAB11FIP3 NUMERIC
@ATTRIBUTE UBE2B NUMERIC
@ATTRIBUTE SPTLC2 NUMERIC
@ATTRIBUTE S100A6 NUMERIC
@ATTRIBUTE MARCH1 NUMERIC
@ATTRIBUTE PTPN14 NUMERIC
@ATTRIBUTE SCARB2 NUMERIC
@ATTRIBUTE AMZ2 NUMERIC
@ATTRIBUTE CD2AP NUMERIC
@ATTRIBUTE TSC22D1 NUMERIC

@DATA
Control,199.108,1307.7,687.488,242.568,162.702,103.312,139.84,938.413,14.578,1752.78,896.567,290.332,53.046,4943.27,343.146,377.755,2169.19,34.135,199.813,138.076,426.385,202.111,273.012,229.436,138.42,210.117,2149.1,90.523,133.665,681.056,162.702,238.129,297.202,294.617,687.488,540.809,171.132,226.947,452.538,630.583,85.422,776.601,610.405,400.79,1567.64,150.312,70.941,404.312,1937.13,494.571,340.34,377.755,215.813,2940.33,1567.64,218.671,268.662,782.191,938.413,78.287,52.382,17.316,681.056,39.587,218.948,154.903,195.68,62.092,404.184,683.844,237.561,1567.64,315.289,108.636,275.109,69.432,818.255,292.591,770.838,428.827,1752.78,290.807,365.596,1738.54,99.64,365.596,176.97,199.842,461.253,770.838,100.2,91.306,1567.64,277.768,153.209,294.617,695.568,138.254,181.622,803.592,133.665,224.63,305.163,1629.41,53.046,164.726,297.202,167.323,60.256,1752.78,695.568,109.229,388.65,791.993,202.286,21.001,146.257,19.357,714.874,610.405,1.313,136.551,202.111,3.16,273.012,497.105,167.323,636.767,162.575,99.064,99.064,79.371,268.662,236.066,367.564,176.97,1307.7,195.68,66.133,133.13,152.112,91.309,230.643,606.599,294.244,243.815,69.769,2149.1,243.815,441.833,495.227,604.1,105.181,243.759,107.711,695.568,896.567,297.424,428.827,1.654,2092.39,192.266,21.648,137.756,284.758,251.57,1752.78,770.838,270.662,297.424,25.556,471.166,190.895,546.37,896.567,47.667,421.961,146.62,292.591,30.941,229.967,199.813,243.815,909.987,532.346,242.103,386.105,318.532,11.773,33.688,1701.03,1096.07,94.366,681.056,909.987,348.666,296.483,378.882,215.813,199.966,101.289,471.166,2092.39,368.823,83.071,386.105,298.386,194.231,131.012,164.726,113.933,6213.49,243.759,243.759,386.105,717.67,129.57,199.813,1307.7,412.831,2169.19,2004.64,563.781,130.453,64.982,834.571,3333.47,232.086,761.657,62.092,41.494,695.568,14.005,330.82,42.461,236.066,441.329,219.251,441.329,896.567,495.227,207.055,158.502,604.113,21.648,10.656,130.747,20.077,91.306,305.07,253.238,8.609,48.401,791.738,89.472,315.289,441.329,400.79,568.5,910.632,360.945,30.941,606.599,649.6,695.568,938.413,1567.64,101.289,138.254,443.324,128.225,224.735,215.813,31.057,306.524,215.813,367.564,1307.7,2720.46,761.657,287.129
Control,187.732,1353.61,599.763,284.068,158.183,104.29,160.498,889.481,23.88,1609.35,846.436,340.625,54.034,5418.46,323.185,335.187,2090.49,37.377,204.178,132.593,489.1,172.924,249.259,251.694,124.821,191.974,2262.21,96.768,128.985,706.5,158.183,245.13,292.062,274.61,599.763,624.939,165.677,251.175,467.377,620.012,100.347,740.679,568.834,418.21,1805.11,197.208,64.166,518.02,1814.87,503.34,309.69,335.187,211.532,2908.19,1805.11,239.857,296.306,724.025,889.481,79.162,54.671,27.88,706.5,32.141,187.732,142.343,160.498,76.607,447.155,695.427,242.728,1805.11,297.374,88.58,244.543,60.44,708.133,282.474,765.107,378.514,1609.35,261.027,416.427,1669.47,110.989,416.427,141.546,187.074,527.707,765.107,160.498,92.899,1805.11,283.721,181.41,274.61,680.43,121.48,190.69,833.852,128.985,246.7,340.89,1286.48,54.034,138.329,292.062,179.938,75.317,1609.35,680.43,119.461,381.52,846.255,197.123,24.46,135.851,25.925,706.727,568.834,5.307,128.433,223.405,2.744,241.462,534.506,189.182,667.957,136.458,125.198,125.198,101.041,296.306,269.257,349.94,141.546,1353.61,153.743,68.399,179.539,170.93,104.898,246.832,659.438,371.723,207.491,85.419,2262.21,207.491,498.501,471.007,600.503,106.813,225.962,104.916,680.43,846.436,286.075,378.514,7.128,2268.37,203.057,17.328,123.43,305.902,248.999,1609.35,765.107,245.617,286.075,35.892,475.851,177.57,537.501,846.436,53.026,398.405,161.017,304.027,33.267,197.514,204.178,207.491,864.361,493.772,195.982,398.941,342.586,11.238,36.996,1762.2,1121.16,106.459,706.5,864.361,371.723,262.88,480.389,211.532,179.47,113.383,475.851,2268.37,368.071,59.991,398.941,311.241,203.846,121.537,138.329,106.421,6706.65,225.962,225.962,398.941,612.589,127.543,204.178,1353.61,409.645,2090.49,2103.37,537.338,164.827,63.425,858.179,3656.45,240.414,665.587,76.607,43.812,680.43,18.862,337.003,38.843,269.257,432.618,257.979,432.618,846.436,471.007,192.963,178.411,686.395,17.328,6.4,117.779,23.658,92.899,314.048,291.224,7.675,58.352,716.876,84.773,297.374,432.618,418.21,672.948,916.257,461.338,33.267,659.438,641.367,706.5,889.481,1805.11,113.383,121.48,476.945,150.597,198.708,211.532,33.41,337.105,211.532,349.94,1353.61,2881.91,665.587,321.973
Control,196.065,1466.67,611.421,218.479,159.741,120.521,150.981,946.954,17.519,1621.32,784.185,341.532,30.348,5769.62,351.353,312.475,2207.29,39.769,185.872,111.201,431.033,157.995,268.754,302.313,102.197,196.97,2485.85,108.952,119.075,658.13,159.741,255.484,326.6,277.643,611.421,574.685,187.575,248.853,481.451,571.284,90.354,748.416,529.276,426.035,1826.59,167.359,76.146,537.064,1958.76,463.261,300.135,337.976,194.295,3145.5,1826.59,191.192,310.664,764.967,946.954,66.331,42.979,18.455,658.13,48.293,196.065,163.03,165.271,61.929,370.686,664.534,233.33,1826.59,327.375,99.25,232.608,67.002,830.155,297.693,693.534,392.016,1621.32,319.055,400.256,1734.76,91.68,400.256,195.992,209.834,497.285,693.534,136.757,90.772,1826.59,225.164,141.658,277.643,685.684,139.605,163.548,946.673,119.075,226.505,393.667,1522.52,38.458,116.508,326.6,141.691,72.526,1621.32,685.684,94.628,429.821,874.591,181.546,22.26,127.279,37.108,962.712,529.276,0.624,130.219,195.973,5.295,236.321,437.393,167.63,630.167,156.81,90.366,90.366,95.771,310.664,266.475,317.414,195.992,1466.67,165.271,68.83,148.593,150.902,104.361,249.065,668.682,349.561,254.708,76.397,2485.85,254.708,500.533,384.02,612.064,118.96,252.713,119.913,685.684,784.185,324.612,392.016,1.402,2255.04,179.581,25.235,154.85,368.819,241.333,1621.32,693.534,257.394,324.612,20.216,458.844,191.555,557.775,784.185,46.481,429.742,145.896,297.693,29.839,221.023,185.872,254.708,754.951,576.751,272.817,389.245,299.238,23.8,44.614,1958.76,1248.95,134.396,658.13,754.951,349.561,295.705,480.633,194.295,139.137,151.004,458.844,2255.04,334.877,56.026,389.245,287.055,207.937,99.466,116.508,112.226,7378.53,252.713,252.713,389.245,593.272,128.785,185.872,1466.67,413.027,2207.29,2119.97,566.456,166.365,65.031,902.174,3705.31,229.252,697.032,61.929,44.988,685.684,3.248,371.263,41.958,266.475,422.185,185.773,422.185,784.185,384.02,193.271,138.021,584.154,25.235,2.136,153.314,11.039,103.726,328.689,272.588,6.547,55.342,685.817,94.833,327.375,422.185,426.035,560.175,852.597,359.684,29.839,668.682,680.132,685.684,946.954,1826.59,151.004,139.605,467.992,150.698,228.164,194.295,30.361,372.393,194.295,317.414,1466.67,3563.26,697.032,254.865
Control,188.923,1389.69,669.552,276.299,189.138,100.347,158.892,996.496,21.547,1679.81,749.383,370.15,53.28,4406.62,323.905,488.093,2094.39,40.168,200.671,108.526,502.971,160.1,257.529,256.056,110.726,205.602,1895.67,84.842,119.502,604.818,189.138,307.436,308.425,296.842,669.552,560.823,175.336,229.138,437.013,574.464,92.232,810.553,561.306,445.282,1548.92,164.887,104.144,407.368,2152.24,460.394,297.217,488.093,251.16,2969.92,1548.92,216.546,314.405,707.218,996.496,69.938,54.459,22.934,604.818,29.475,249.817,144.043,158.892,87.26,409.096,783.566,269.952,1548.92,403.797,112.286,247.569,66.808,899.09,337.398,717.055,298.208,1679.81,280.383,385.853,1702.56,110.326,385.853,132.865,165.713,588.959,717.055,158.892,109.389,1548.92,335.26,129.547,296.842,779.826,138.532,171.577,837.97,119.502,221.972,319.054,1310.4,53.28,179.381,308.425,126.792,60.758,1679.81,779.826,104.564,381.448,712.123,197.396,29.433,106.834,20.083,1003.91,561.306,0.966,139.201,195.806,6.645,242.04,524.338,213.313,635.418,160.991,99.605,99.605,80.901,314.405,267.63,259.963,132.865,1389.69,158.06,59.934,200.493,143.635,105.536,257.778,757.423,345.232,201.169,66.206,1895.67,201.169,490.906,429.693,632.337,100.345,252.246,103.238,779.826,749.383,329.232,298.208,21.03,2324.14,209.738,24.572,131.246,297.799,223.6,1679.81,717.055,219.713,329.232,25.462,517.002,185.626,565.27,749.383,39.228,403.063,143.635,378.299,32.374,208.231,200.671,201.169,654.547,502.326,246.63,454.49,277.12,36.238,44.444,1799.14,1158.39,96.02,604.818,654.547,345.232,270.014,391.37,251.16,222.177,88.806,517.002,2324.14,393.957,76.908,454.49,327.6,194.858,132.085,179.381,100.223,6597.72,252.246,252.246,454.49,647.045,160.055,200.671,1389.69,514.912,2094.39,2076.27,444.687,165.906,57.816,879.118,3747.23,226.621,679.845,87.26,52.291,779.826,15.58,325.74,41.417,267.63,378.48,215.901,378.48,749.383,429.693,244.162,105.715,642.044,24.572,1.993,130.816,22.801,109.389,313.311,263.942,3.302,57.591,730.945,98.658,403.797,378.48,445.282,656.156,628.013,357.638,32.374,757.423,643.298,779.826,996.496,1548.92,88.806,138.532,499.383,133.082,206.17,251.16,40.174,395.906,251.16,259.963,1389.69,2748.81,679.845,242.525
Control,149.832,1205.09,597.823,288.997,184.185,98.942,120.026,1052.86,27.652,1568.95,789.96,338.089,52.592,4936.9,415.253,406.949,2328.68,21.131,210.01,112.753,613.522,178.113,298.857,355.601,62.745,219.835,2129.11,78.194,108.444,711.869,184.185,228.853,293.238,279.057,597.823,533.604,191.147,208.002,423.483,633.961,85.107,841.549,572.611,425.464,1781.5,138.373,73.842,423.965,2338.99,423.531,210.354,406.949,225.132,3118.84,1781.5,194.016,352.166,758.261,1052.86,69.02,59.312,13.709,711.869,24.274,217.926,162.823,158.489,104.19,448.089,849.544,268.215,1781.5,287.281,92.399,210.513,70.264,687.333,346.532,819.355,373.697,1568.95,296.955,397.966,1783.07,115.435,397.966,150.253,137.838,644.558,819.355,120.026,103.507,1781.5,323.713,116.665,279.057,754.855,114.456,182.548,680.87,108.444,273.014,310.754,1465.33,52.592,141.221,293.238,120.455,56.346,1568.95,754.855,95.675,429.078,750.481,161.059,27.967,170.776,28.098,1051.85,572.611,10.85,127.707,214.021,2.137,298.857,371.785,213.035,648.384,181.209,110.455,110.455,73.914,352.166,191.801,286.417,150.253,1205.09,158.489,67.105,153.313,125.323,100.511,272.188,770.124,335.304,163.023,65.789,2129.11,163.023,457.505,458.181,735.467,115.082,232.495,84.576,754.855,789.96,242.609,373.697,5.398,2241.86,159.843,12.565,120.984,297.148,178.301,1568.95,819.355,253.991,242.609,15.155,422.793,178.09,604.282,789.96,54.391,372.6,125.323,372.69,21.078,279.078,210.01,163.023,710.681,661.455,239.439,406.636,254.343,30.636,47.055,2071.09,1364.77,89.911,711.869,710.681,335.304,266.515,497.477,225.132,232.361,83.388,422.793,2241.86,442.775,95.629,406.636,424.061,224.481,97.326,141.221,125.875,7040.26,232.495,232.495,406.636,676.029,130.65,210.01,1205.09,406.636,2328.68,2143.07,675.256,134.555,63.429,892.699,3835.32,226.855,603.937,104.19,41.507,754.855,13.645,233.551,48.555,191.801,258.551,198.067,258.551,789.96,458.181,178.926,153.286,584.012,12.565,10.927,106.977,17.343,103.507,308.08,309.425,8.566,45.338,865.876,119.613,287.281,258.551,425.464,739.177,823.538,403.72,21.078,770.124,687.298,754.855,1052.86,1781.5,83.388,114.456,542.143,137.827,202.92,225.132,47.655,396.141,225.132,286.417,1205.09,2949.25,603.937,267.814
Control,174.23,1422.8,522.665,251.371,168.444,71.826,159.067,983.984,26.665,1772.06,812.009,341.68,48.998,5352.58,420.372,350.901,2233.11,30.685,204.425,113.454,656.179,142.412,304.521,273.952,103.091,190.629,2285.7,70.312,115.288,665.785,168.444,224.169,299.53,251.117,522.665,488.559,166.933,223.001,416.134,609.591,88.296,822.719,506.399,433.009,1662.91,186.462,76.596,397.194,2302.64,458.964,303.155,350.901,216.406,2971.61,1662.91,186.389,318.837,825.916,983.984,66.148,57.16,12.214,665.785,39.565,222.059,137.576,159.067,127.412,427.163,727.975,279.879,1662.91,258.884,100.859,271.684,58.762,619.563,294.481,810.764,474.151,1772.06,333.375,453.093,1799.03,96.539,453.093,140.484,145.055,602.879,810.764,159.067,106.874,1662.91,303.837,125.939,251.117,651.613,126.167,161.094,832.874,115.288,250.764,418.639,1583.79,48.998,125.142,299.53,166.268,56.183,1772.06,651.613,82.351,417.58,711.794,153.453,22.121,152.182,17.933,807.918,506.399,3.611,125.165,197.198,0.807,304.521,452.825,204.188,609.707,138.504,105.18,105.18,91.477,318.837,230.619,285.01,140.484,1422.8,129.2,53.911,159.067,149.293,80.326,221.752,671.563,307.589,189.454,76.269,2285.7,189.454,439.442,421.198,674.542,103.128,226.945,88.679,651.613,812.009,252.616,474.151,0.343,2181.6,149.031,6.313,124.836,260.49,236.7,1772.06,810.764,289.495,252.616,18.214,471.355,156.962,561.468,812.009,45.283,341.014,149.293,294.481,15.315,252.371,204.425,189.454,869.766,527.205,296.54,412.032,303.977,24.51,38.085,2302.64,1220.46,100.308,665.785,869.766,339.31,256.28,427.022,216.406,203.366,83.817,471.355,2181.6,433.498,79.579,412.032,346.912,202.122,119.65,125.142,131.46,6637.56,226.945,226.945,412.032,452.271,117.192,204.425,1422.8,412.032,2233.11,2054,611.177,152.856,59.009,886.176,3500.5,223.938,648.261,127.412,35.349,656.179,15.893,325.527,52.855,230.619,349.734,251.528,349.734,812.009,421.198,179.8,168.503,522.728,6.313,5.639,138.902,11.762,106.874,339.129,319.64,12.345,48.649,694.738,110.022,258.884,349.734,433.009,822.158,913.094,392.117,15.315,671.563,703.757,665.785,983.984,1662.91,83.817,126.167,516.125,122.957,202.649,216.406,32.777,533.02,216.406,285.01,1422.8,3158.38,648.261,259.227
