% Title: HIV, All Species Singlenet
% Creator: Neena Parikh
%
@RELATION infection

@ATTRIBUTE class {Control,Infected}
@ATTRIBUTE RORA NUMERIC
@ATTRIBUTE POLR2H NUMERIC
@ATTRIBUTE FOS NUMERIC
@ATTRIBUTE EIF3H NUMERIC
@ATTRIBUTE STAM NUMERIC
@ATTRIBUTE PTHLH NUMERIC
@ATTRIBUTE ST6GALNAC4 NUMERIC
@ATTRIBUTE RNF181 NUMERIC
@ATTRIBUTE CUL1 NUMERIC
@ATTRIBUTE POLD2 NUMERIC
@ATTRIBUTE ZYX NUMERIC
@ATTRIBUTE ENG NUMERIC
@ATTRIBUTE GCM1 NUMERIC
@ATTRIBUTE UBE3A NUMERIC
@ATTRIBUTE AUH NUMERIC
@ATTRIBUTE S1PR1 NUMERIC
@ATTRIBUTE ADD1 NUMERIC
@ATTRIBUTE ENO1 NUMERIC
@ATTRIBUTE KPNA3 NUMERIC
@ATTRIBUTE RRAS NUMERIC
@ATTRIBUTE MFGE8 NUMERIC
@ATTRIBUTE TUBB2A NUMERIC
@ATTRIBUTE PSMD11 NUMERIC
@ATTRIBUTE DTNA NUMERIC
@ATTRIBUTE RPL37 NUMERIC
@ATTRIBUTE PHB2 NUMERIC
@ATTRIBUTE TSC1 NUMERIC
@ATTRIBUTE PPP1R1A NUMERIC
@ATTRIBUTE CDK7 NUMERIC
@ATTRIBUTE CYP27A1 NUMERIC
@ATTRIBUTE CKB NUMERIC
@ATTRIBUTE CCND2 NUMERIC
@ATTRIBUTE LPGAT1 NUMERIC
@ATTRIBUTE NRIP1 NUMERIC
@ATTRIBUTE UBXN4 NUMERIC
@ATTRIBUTE ERP29 NUMERIC
@ATTRIBUTE PDLIM5 NUMERIC
@ATTRIBUTE PLIN2 NUMERIC
@ATTRIBUTE PXN NUMERIC
@ATTRIBUTE COL1A2 NUMERIC
@ATTRIBUTE EIF2AK2 NUMERIC
@ATTRIBUTE CDH5 NUMERIC
@ATTRIBUTE MAF NUMERIC
@ATTRIBUTE PPP1R16A NUMERIC
@ATTRIBUTE SLC4A2 NUMERIC
@ATTRIBUTE NRF1 NUMERIC
@ATTRIBUTE PREP NUMERIC
@ATTRIBUTE MMP2 NUMERIC
@ATTRIBUTE MYOZ1 NUMERIC
@ATTRIBUTE HDGF NUMERIC
@ATTRIBUTE HDLBP NUMERIC
@ATTRIBUTE HSP90AA1 NUMERIC
@ATTRIBUTE EDA NUMERIC
@ATTRIBUTE ARRB2 NUMERIC
@ATTRIBUTE MRPL52 NUMERIC
@ATTRIBUTE CD47 NUMERIC
@ATTRIBUTE VEGFA NUMERIC
@ATTRIBUTE MLXIP NUMERIC
@ATTRIBUTE LRRC17 NUMERIC
@ATTRIBUTE GSTO1 NUMERIC
@ATTRIBUTE SYNPO2 NUMERIC
@ATTRIBUTE EIF4G3 NUMERIC
@ATTRIBUTE RASA4 NUMERIC
@ATTRIBUTE CASC3 NUMERIC
@ATTRIBUTE BRD4 NUMERIC
@ATTRIBUTE SEPP1 NUMERIC
@ATTRIBUTE TBCB NUMERIC
@ATTRIBUTE TNNI1 NUMERIC
@ATTRIBUTE RPL12 NUMERIC
@ATTRIBUTE EIF2S2 NUMERIC
@ATTRIBUTE EFR3A NUMERIC
@ATTRIBUTE HHAT NUMERIC
@ATTRIBUTE PPP2R1A NUMERIC
@ATTRIBUTE IL12A NUMERIC
@ATTRIBUTE NDUFS1 NUMERIC
@ATTRIBUTE TFDP2 NUMERIC
@ATTRIBUTE RB1 NUMERIC
@ATTRIBUTE PIK3R1 NUMERIC
@ATTRIBUTE KIF5C NUMERIC
@ATTRIBUTE KYNU NUMERIC
@ATTRIBUTE GHR NUMERIC
@ATTRIBUTE RBM6 NUMERIC
@ATTRIBUTE ANK3 NUMERIC
@ATTRIBUTE VIP NUMERIC
@ATTRIBUTE SPATA2 NUMERIC
@ATTRIBUTE HNRNPA1 NUMERIC
@ATTRIBUTE MED29 NUMERIC
@ATTRIBUTE MEF2C NUMERIC
@ATTRIBUTE MAPK14 NUMERIC
@ATTRIBUTE H2AFV NUMERIC
@ATTRIBUTE SERPINE1 NUMERIC
@ATTRIBUTE CSNK2B NUMERIC
@ATTRIBUTE PIK3C3 NUMERIC
@ATTRIBUTE CCNC NUMERIC
@ATTRIBUTE DNTTIP1 NUMERIC
@ATTRIBUTE SUMO1 NUMERIC
@ATTRIBUTE ABLIM1 NUMERIC
@ATTRIBUTE TMEM93 NUMERIC
@ATTRIBUTE STOM NUMERIC
@ATTRIBUTE NEB NUMERIC
@ATTRIBUTE LIMCH1 NUMERIC
@ATTRIBUTE ATP5G1 NUMERIC
@ATTRIBUTE CD151 NUMERIC
@ATTRIBUTE CFD NUMERIC
@ATTRIBUTE CLSTN1 NUMERIC
@ATTRIBUTE DNAJA1 NUMERIC
@ATTRIBUTE NDUFS4 NUMERIC
@ATTRIBUTE COL6A1 NUMERIC
@ATTRIBUTE DDX5 NUMERIC
@ATTRIBUTE F2R NUMERIC
@ATTRIBUTE ADH4 NUMERIC
@ATTRIBUTE PPP1R2 NUMERIC
@ATTRIBUTE COL4A2 NUMERIC
@ATTRIBUTE RRP12 NUMERIC
@ATTRIBUTE ZMYND11 NUMERIC
@ATTRIBUTE ABL1 NUMERIC
@ATTRIBUTE CRTAP NUMERIC
@ATTRIBUTE ZFP106 NUMERIC
@ATTRIBUTE ITGB6 NUMERIC
@ATTRIBUTE ESD NUMERIC
@ATTRIBUTE GPD1 NUMERIC
@ATTRIBUTE CYB5R3 NUMERIC
@ATTRIBUTE COL18A1 NUMERIC
@ATTRIBUTE TNNI2 NUMERIC
@ATTRIBUTE STARD3 NUMERIC
@ATTRIBUTE BZW1 NUMERIC
@ATTRIBUTE OS9 NUMERIC
@ATTRIBUTE RSU1 NUMERIC
@ATTRIBUTE PHF12 NUMERIC
@ATTRIBUTE NINJ1 NUMERIC
@ATTRIBUTE SLC25A28 NUMERIC
@ATTRIBUTE GTF2I NUMERIC
@ATTRIBUTE TNNC2 NUMERIC
@ATTRIBUTE FBN1 NUMERIC
@ATTRIBUTE MGMT NUMERIC
@ATTRIBUTE SPARC NUMERIC
@ATTRIBUTE DNASE1L3 NUMERIC
@ATTRIBUTE ERAL1 NUMERIC
@ATTRIBUTE CXCL12 NUMERIC
@ATTRIBUTE FHL1 NUMERIC
@ATTRIBUTE PTEN NUMERIC
@ATTRIBUTE MAP4K5 NUMERIC
@ATTRIBUTE RPL23 NUMERIC
@ATTRIBUTE ATP2B2 NUMERIC
@ATTRIBUTE SSBP1 NUMERIC
@ATTRIBUTE ATF4 NUMERIC
@ATTRIBUTE EPHX1 NUMERIC
@ATTRIBUTE F2RL3 NUMERIC
@ATTRIBUTE PCIF1 NUMERIC
@ATTRIBUTE TCTA NUMERIC
@ATTRIBUTE VWF NUMERIC
@ATTRIBUTE CCNT2 NUMERIC
@ATTRIBUTE SCN7A NUMERIC
@ATTRIBUTE SF1 NUMERIC
@ATTRIBUTE MSN NUMERIC
@ATTRIBUTE EIF3E NUMERIC
@ATTRIBUTE WBP4 NUMERIC
@ATTRIBUTE FBLN1 NUMERIC
@ATTRIBUTE HK3 NUMERIC
@ATTRIBUTE ZXDC NUMERIC
@ATTRIBUTE CALM1 NUMERIC
@ATTRIBUTE MCFD2 NUMERIC
@ATTRIBUTE YWHAQ NUMERIC
@ATTRIBUTE ADD2 NUMERIC
@ATTRIBUTE GPNMB NUMERIC
@ATTRIBUTE CST3 NUMERIC
@ATTRIBUTE SLC7A2 NUMERIC
@ATTRIBUTE PEX19 NUMERIC
@ATTRIBUTE PIK3CA NUMERIC
@ATTRIBUTE WTAP NUMERIC
@ATTRIBUTE BPGM NUMERIC
@ATTRIBUTE RAC1 NUMERIC
@ATTRIBUTE DHRS7 NUMERIC
@ATTRIBUTE COL15A1 NUMERIC
@ATTRIBUTE NR3C1 NUMERIC
@ATTRIBUTE TMBIM6 NUMERIC
@ATTRIBUTE NFIC NUMERIC
@ATTRIBUTE PNN NUMERIC
@ATTRIBUTE EIF5 NUMERIC
@ATTRIBUTE ZCCHC14 NUMERIC
@ATTRIBUTE TPM2 NUMERIC
@ATTRIBUTE LIPA NUMERIC
@ATTRIBUTE RPP30 NUMERIC
@ATTRIBUTE HABP2 NUMERIC
@ATTRIBUTE AQP4 NUMERIC
@ATTRIBUTE POR NUMERIC
@ATTRIBUTE MYBPC1 NUMERIC
@ATTRIBUTE NDRG1 NUMERIC
@ATTRIBUTE IGF1 NUMERIC
@ATTRIBUTE SEMA6C NUMERIC
@ATTRIBUTE PRELP NUMERIC
@ATTRIBUTE LRRC41 NUMERIC
@ATTRIBUTE BOP1 NUMERIC
@ATTRIBUTE RGP1 NUMERIC
@ATTRIBUTE ATRX NUMERIC
@ATTRIBUTE YWHAE NUMERIC
@ATTRIBUTE SEMA3C NUMERIC
@ATTRIBUTE MDM4 NUMERIC
@ATTRIBUTE MYH2 NUMERIC
@ATTRIBUTE PSMF1 NUMERIC
@ATTRIBUTE TROVE2 NUMERIC
@ATTRIBUTE CD86 NUMERIC
@ATTRIBUTE INTS5 NUMERIC
@ATTRIBUTE CHD4 NUMERIC
@ATTRIBUTE TSC22D3 NUMERIC
@ATTRIBUTE RBM39 NUMERIC
@ATTRIBUTE TMED10 NUMERIC
@ATTRIBUTE SGSM2 NUMERIC
@ATTRIBUTE PITPNB NUMERIC
@ATTRIBUTE RPL30 NUMERIC
@ATTRIBUTE IGFBP4 NUMERIC
@ATTRIBUTE MDM2 NUMERIC
@ATTRIBUTE HNRNPD NUMERIC
@ATTRIBUTE SRM NUMERIC
@ATTRIBUTE CPSF6 NUMERIC
@ATTRIBUTE COX5B NUMERIC
@ATTRIBUTE PMEPA1 NUMERIC
@ATTRIBUTE RASGRP2 NUMERIC
@ATTRIBUTE RYR1 NUMERIC
@ATTRIBUTE COL5A2 NUMERIC
@ATTRIBUTE PRKCSH NUMERIC
@ATTRIBUTE PPT1 NUMERIC
@ATTRIBUTE STAB1 NUMERIC
@ATTRIBUTE TOP2B NUMERIC
@ATTRIBUTE MTSS1 NUMERIC
@ATTRIBUTE APLP2 NUMERIC
@ATTRIBUTE NFIB NUMERIC
@ATTRIBUTE MYH9 NUMERIC
@ATTRIBUTE ATP6V1C1 NUMERIC
@ATTRIBUTE AKT1S1 NUMERIC
@ATTRIBUTE ILF3 NUMERIC
@ATTRIBUTE SON NUMERIC
@ATTRIBUTE PNRC1 NUMERIC
@ATTRIBUTE COL16A1 NUMERIC
@ATTRIBUTE TIAL1 NUMERIC
@ATTRIBUTE LRPAP1 NUMERIC
@ATTRIBUTE RPS6 NUMERIC
@ATTRIBUTE ATP5G2 NUMERIC
@ATTRIBUTE RPS18 NUMERIC
@ATTRIBUTE IL10 NUMERIC
@ATTRIBUTE SMAD3 NUMERIC
@ATTRIBUTE PNKD NUMERIC
@ATTRIBUTE ITGB5 NUMERIC
@ATTRIBUTE H19 NUMERIC
@ATTRIBUTE ZFX NUMERIC
@ATTRIBUTE NSA2 NUMERIC
@ATTRIBUTE MAT2A NUMERIC
@ATTRIBUTE PSMC1 NUMERIC
@ATTRIBUTE MYO18A NUMERIC
@ATTRIBUTE HABP4 NUMERIC
@ATTRIBUTE S100A10 NUMERIC
@ATTRIBUTE GKAP1 NUMERIC
@ATTRIBUTE BCL3 NUMERIC
@ATTRIBUTE BDKRB1 NUMERIC
@ATTRIBUTE KDM5C NUMERIC
@ATTRIBUTE AMOTL1 NUMERIC
@ATTRIBUTE FKBP8 NUMERIC
@ATTRIBUTE RHOG NUMERIC
@ATTRIBUTE JUP NUMERIC
@ATTRIBUTE CTLA4 NUMERIC
@ATTRIBUTE RPL15 NUMERIC
@ATTRIBUTE EIF4H NUMERIC
@ATTRIBUTE UBTF NUMERIC
@ATTRIBUTE ARL4A NUMERIC
@ATTRIBUTE HNRNPA2B1 NUMERIC
@ATTRIBUTE KPNA4 NUMERIC
@ATTRIBUTE SUPT4H1 NUMERIC
@ATTRIBUTE ADAM10 NUMERIC
@ATTRIBUTE SLC39A7 NUMERIC
@ATTRIBUTE PLXNA1 NUMERIC
@ATTRIBUTE DECR2 NUMERIC
@ATTRIBUTE ITGAV NUMERIC
@ATTRIBUTE NAPG NUMERIC
@ATTRIBUTE CTNNB1 NUMERIC
@ATTRIBUTE DDOST NUMERIC
@ATTRIBUTE SCUBE3 NUMERIC
@ATTRIBUTE IGSF8 NUMERIC
@ATTRIBUTE CYP1B1 NUMERIC
@ATTRIBUTE CCNB1 NUMERIC
@ATTRIBUTE ACTN4 NUMERIC
@ATTRIBUTE GAK NUMERIC
@ATTRIBUTE OMD NUMERIC
@ATTRIBUTE CAPG NUMERIC
@ATTRIBUTE ENDOD1 NUMERIC
@ATTRIBUTE EIF3C NUMERIC
@ATTRIBUTE ADM NUMERIC
@ATTRIBUTE EIF4A1 NUMERIC
@ATTRIBUTE PSIP1 NUMERIC
@ATTRIBUTE LMAN1 NUMERIC
@ATTRIBUTE PIGQ NUMERIC
@ATTRIBUTE LGALS1 NUMERIC
@ATTRIBUTE DHRS7C NUMERIC
@ATTRIBUTE PDE7A NUMERIC
@ATTRIBUTE GNG5 NUMERIC
@ATTRIBUTE SAA2 NUMERIC
@ATTRIBUTE CCNE1 NUMERIC
@ATTRIBUTE PALMD NUMERIC
@ATTRIBUTE STX17 NUMERIC
@ATTRIBUTE EIF4G1 NUMERIC
@ATTRIBUTE TTC3 NUMERIC
@ATTRIBUTE EIF4A2 NUMERIC
@ATTRIBUTE NFATC2 NUMERIC
@ATTRIBUTE DMD NUMERIC
@ATTRIBUTE MYOM3 NUMERIC
@ATTRIBUTE TRIM23 NUMERIC
@ATTRIBUTE ANKLE2 NUMERIC
@ATTRIBUTE EPS15 NUMERIC
@ATTRIBUTE ATP1A3 NUMERIC
@ATTRIBUTE TERF1 NUMERIC
@ATTRIBUTE RHOBTB3 NUMERIC
@ATTRIBUTE KTN1 NUMERIC
@ATTRIBUTE CD46 NUMERIC
@ATTRIBUTE FAM65A NUMERIC
@ATTRIBUTE CKAP5 NUMERIC
@ATTRIBUTE CCNG1 NUMERIC
@ATTRIBUTE RBMX NUMERIC
@ATTRIBUTE EIF3B NUMERIC
@ATTRIBUTE PPP2R2B NUMERIC
@ATTRIBUTE GCK NUMERIC
@ATTRIBUTE LMNA NUMERIC
@ATTRIBUTE ALDOC NUMERIC
@ATTRIBUTE PTPRN2 NUMERIC
@ATTRIBUTE CCND3 NUMERIC
@ATTRIBUTE MAP2K2 NUMERIC
@ATTRIBUTE PRDM2 NUMERIC
@ATTRIBUTE SLBP NUMERIC
@ATTRIBUTE KIF22 NUMERIC

@DATA
Control,10.162,3.34,3.261,10.372,9.815,8.719,13.29,10.134,2.64,4.341,7.071,9.594,4.773,10.966,9.495,5.794,11.271,10.865,8.026,9.296,8.529,9.225,10.855,10.766,2.666,9.71,8.86,13.38,12.675,10.699,7.712,14.035,8.939,13.157,9.331,1.671,10.323,8.018,11.202,8.449,11.544,12.041,10.323,11.154,8.232,11.271,11.606,5.682,10.323,8.792,13.646,10.229,10.926,10.635,13.191,12.016,8.282,5.61,8.934,2.963,8.334,9.133,9.177,9.33,8.851,8.813,1.528,2.601,10.638,9.069,14.035,11.847,10.269,2.155,2.786,9.502,7.067,13.557,12.006,12.568,10.044,11.491,11.394,6.953,10.855,11.241,9.742,12.483,10.987,8.267,10.581,6.885,2.163,9.655,9.253,6.581,7.486,3.666,12.96,7.664,10.966,8.448,8.449,9.165,4.404,9.249,9.894,7.693,10.635,9.502,1.658,10.383,5.279,11.651,11.154,11.081,3.377,6.607,12,9.792,10.693,7.488,7.92,9.815,7.205,11.394,9.502,13.442,12.258,10.794,7.639,11.489,11.882,9.519,5.686,10.697,11.637,13.06,5.892,11.26,9.979,10.1,14.691,9.565,10.855,8.719,7.777,4.934,4.288,7.394,11.094,10.966,9.855,13.157,6.762,7.34,11.43,6.425,9.855,8.275,11.541,1.992,8.529,12.422,2.54,9.484,12.206,14.201,8.288,7.712,10.311,7.045,8.431,3.458,9.779,2.368,10.641,12.363,14.011,12.807,10.103,8.288,8.538,7.77,5.63,12.108,8.939,7.645,11.43,11.394,9.219,10.386,10,4.167,11.271,9.648,9.703,8.62,6.371,8.937,10.992,9.565,7.528,10.794,10.67,11.394,9.397,6.581,10.196,7.15,11.544,8.437,11.517,10.719,9.855,8.245,11.606,12.821,8.433,6.178,9.219,9.713,10,9.33,11.163,9.779,11.517,11.168,11.656,8.547,13.133,11.168,10.966,8.696,9.293,9.313,9.078,8.557,9.317,9.624,5.673,9.246,11.494,8.197,11.241,7.234,11.154,8.44,5.729,11.787,10.835,12.329,1.885,5.673,12.016,10.855,5.961,7.511,7.94,2.248,10.229,12.357,6.538,11.154,11.081,13.29,10.229,10.67,6.763,13.646,7.5,10.913,8.228,11.507,12.046,8.899,2.27,8.232,9.031,3.226,9.313,9.563,9.855,7.06,10.311,9.251,8.334,9.285,9.703,12.002,4.886,2.875,12.363,9.391,3.59,3.861,7.22,9.225,7.276,12.046,9.173,10.635,13.157,11.157,7.713,9.772,13.442,9.093,10.386,11.154,10.966,9.618,9.14,12.003,10.696,10.992,4.433,7.06,12.96,10.1,9.397,4.288,12.271,9.02,9.173,8.861,7.045
Control,9.974,3.171,3.237,10.643,10.249,10.031,13.379,12.09,2.599,5.495,7.315,9.977,6.061,11.558,10.152,7.531,12.705,10.405,8.065,10.124,8.124,9.226,11.987,10.633,2.904,9.654,8.652,13.838,13.585,11.26,9.305,12.923,8.845,13.459,11.057,1.657,10.33,8.783,10.025,9.784,12.092,12.379,10.33,11.245,9.18,12.705,11.584,4.182,10.33,10.212,13.861,10.943,10.291,11.241,13.226,12.843,7.639,6.107,10.966,3.148,9.44,8.999,10.05,9.079,9.784,9.852,1.512,3.763,10.37,9.408,12.923,12.57,9.408,2.136,2.901,9.465,8.19,13.606,11.862,12.791,10.185,11.816,11.502,7.844,11.987,11.035,9.676,13.151,12.114,7.281,10.558,7.413,2.145,10.4,9.934,7.827,8.823,3.332,13.479,8.506,11.558,7.671,9.784,9.536,4.338,8.621,10.479,9.347,11.241,9.465,1.641,9.974,6.207,12.811,11.245,10.349,3.357,6.088,12.562,10.422,9.846,8,9.527,10.249,8.361,11.502,9.465,13.756,12.56,11.099,7.85,12.339,10.888,11,5.649,12.383,10.997,13.842,6,12.012,9.671,10.03,14.517,9.976,11.987,10.031,9.538,4.795,4.391,7.839,10.698,11.558,10.364,13.459,6.575,9.044,11.312,7.607,10.364,8.849,12.275,1.978,8.124,12.843,2.501,10.191,11.274,14.281,9.347,9.305,11.315,7.562,8.856,3.844,9.663,2.348,12.118,12.727,13.764,13.095,9.743,8.913,10.281,7.871,5.78,10.659,8.845,8.19,11.312,11.502,9.764,9.844,10.373,4.156,12.705,9.865,10.31,8.178,6.884,10.283,11.035,9.976,8.007,11.099,10.417,11.502,10.605,7.827,10.565,8,12.092,8.421,11.45,10.897,11.001,8.331,11.859,12.88,8.542,6.436,9.764,10.906,10.373,9.079,11.531,9.676,11.274,11.092,10.912,9.186,13.443,11.092,11.558,8.311,8.849,9.393,9.548,9.292,9.576,9.716,6.75,9.407,12.755,8.058,10.741,7.37,11.245,9.157,5.697,10.898,10.09,13.04,1.991,6.75,12.843,11.987,7.849,7.405,6.596,2.226,10.943,13.691,4.392,11.245,10.349,13.379,10.943,10.417,5.004,13.861,7.798,11.595,9.359,11.422,12.045,12.076,2.245,9.35,8.192,3.413,9.393,9.487,10.364,8.644,11.315,9.637,9.44,10.313,10.31,12.178,4.751,2.874,12.727,11.119,3.292,3.845,7.776,10.966,7.999,12.045,11.006,11.241,13.459,11.752,10.184,11.001,13.756,10.402,10.197,11.245,11.558,10.565,10.218,12.252,10.597,11.035,4.465,8.644,12.112,10.039,10.605,4.391,12.958,10.028,11.006,8.849,7.562
Control,10.127,3.238,3.241,10.564,9.865,10.108,13.369,12.309,2.607,4.906,6.914,10.272,5.48,11.547,10.503,7.057,12.702,10.389,8.05,10.874,7.971,9.212,12.033,10.938,2.67,9.751,8.769,13.879,13.694,10.887,9.044,12.739,8.833,13.502,10.129,1.653,10.192,8.889,9.991,9.802,12.456,12.236,9.975,11.265,9.048,12.702,11.654,6.314,9.975,9.771,13.927,10.942,10.183,10.556,13.307,12.423,7.667,6.029,10.904,3.361,9.73,8.93,10.046,8.857,9.802,9.228,1.511,2.568,10.106,9.452,12.739,12.328,9.468,2.133,2.814,9.443,7.987,13.981,12.009,12.821,9.878,11.816,11.485,6.941,12.033,11.032,9.88,12.734,12.166,7.275,10.697,7.319,2.143,10.544,9.878,7.358,8.495,3.757,13.55,8.435,11.547,7.382,9.802,9.954,4.419,8.6,10.511,9.206,10.556,9.443,1.639,10.022,5.269,12.814,11.265,10.113,3.367,6.288,12.614,10.462,10.071,8.131,9.433,9.865,8.375,11.485,9.443,13.875,12.381,11.087,7.344,12.191,11.172,10.885,5.69,12.225,10.852,13.864,5.885,11.923,9.796,9.998,14.363,10.009,12.033,10.108,8.897,4.706,4.343,7.657,10.491,11.547,10.039,13.502,6.683,8.807,11.326,7.372,10.039,8.827,12.114,1.977,8.326,12.423,2.485,10.452,11.384,14.277,9.206,9.044,11.109,7.333,9.019,3.419,9.998,2.36,11.361,12.784,13.823,12.89,9.783,8.538,10.192,8.07,4.84,10.758,8.833,7.29,11.326,11.485,9.924,10.605,10.53,4.149,12.702,10.081,10.002,8.929,6.325,10.098,11.032,10.009,7.78,11.087,10.347,11.485,10.601,7.358,10.493,8.131,12.456,8.389,11.668,10.737,11.1,8.507,11.856,13.091,8.762,6.436,9.924,10.834,10.53,8.857,11.747,9.998,11.384,11.234,10.828,8.915,13.359,11.234,11.547,8.031,8.853,9.433,9.455,9.405,9.306,9.769,7.105,9.491,12.817,8.105,10.881,7.76,11.265,9.255,5.635,10.892,10.254,13.009,2.14,7.105,12.423,12.033,7.148,7.443,6.576,2.231,10.942,13.781,4.664,11.265,10.113,13.369,10.942,10.347,4.799,13.927,7.28,11.754,9.408,11.531,11.509,12.182,2.261,9.048,8.239,3.266,9.433,9.147,10.039,8.952,11.109,9.339,9.73,10.132,10.002,12.036,4.902,2.876,12.784,10.958,3.292,3.452,7.693,10.904,7.838,11.509,10.202,10.556,13.502,11.675,10.311,11.1,13.875,10.499,9.994,11.265,11.547,10.493,10.1,12.876,10.583,11.032,4.548,8.952,11.277,9.998,10.601,4.343,13.023,10.201,10.202,8.853,7.333
Control,10.106,3.243,3.261,10.735,10.147,9.433,13.306,11.91,2.609,4.928,6.779,10.011,6.224,11.461,10.066,8.315,12.632,10.369,8.037,11.008,8.182,9.084,11.864,10.881,3.818,9.81,8.556,13.772,13.622,11.381,9.618,13.247,8.956,13.336,10.626,1.674,10.774,8.956,9.549,9.949,12.064,12.181,10.774,11.288,9.04,12.632,11.597,6.396,10.774,9.733,13.748,11.016,9.896,10.908,13.353,12.033,7.881,6.223,10.508,3.836,9.218,8.871,10.126,9.233,9.949,9.722,1.532,2.748,10.797,9.298,13.247,12.233,9.369,2.155,2.771,9.097,7.361,13.179,11.961,12.62,10.04,11.804,11.338,7.384,11.864,11.022,9.615,12.462,12.133,7.118,10.395,7.389,2.165,10.454,9.9,7.753,8.608,3.273,13.322,8.718,11.461,7.761,9.949,9.156,4.364,8.735,10.485,9.082,10.908,9.618,1.66,10.107,6.505,12.576,11.288,10.521,3.405,6.283,12.441,10.446,10.068,8.365,9.111,10.147,7.952,11.338,9.097,13.866,12.394,11.048,8.344,12.034,11.308,10.476,5.711,12.022,11.724,13.584,10.978,11.891,9.751,10.245,14.525,10.603,11.864,9.433,8.99,7.385,4.281,7.555,10.649,11.508,10.105,13.336,6.364,8.672,11.606,7.379,10.105,8.295,12.073,1.998,8.182,12.033,2.51,10.101,11.233,14.158,9.082,9.618,11.166,7.245,9.296,4.239,9.451,2.367,11.361,12.483,13.957,12.923,10.28,8.791,10.186,8.11,5.53,11.394,8.912,7.023,11.606,11.338,9.796,11.508,10.627,4.175,12.632,10.075,9.994,8.4,7.035,10.446,10.947,10.603,7.72,11.048,10.183,11.338,10.57,7.753,10.354,8.365,12.064,7.84,11.384,11.093,10.799,8.868,11.998,13.162,8.828,6.462,9.796,10.69,10.627,9.233,11.619,9.615,11.223,10.988,10.896,9.022,13.057,10.988,11.461,7.775,8.797,9.234,9.602,9.033,9.282,10.303,7.237,9.384,12.532,7.733,11.022,7.603,11.288,9.101,5.138,11.016,10.138,13.026,11.987,7.237,12.033,11.864,7.52,7.474,6.696,2.25,11.016,13.54,5.508,11.288,10.521,13.306,11.016,10.183,5.866,13.748,7.973,11.657,9.283,11.379,11.586,11.496,2.26,9.201,7.908,3.198,9.234,8.854,10.105,8.251,11.166,9.462,9.218,10.201,9.994,12.114,4.351,2.839,12.483,11.049,3.323,6.262,7.398,10.508,8.113,11.586,10.228,10.908,13.336,11.666,9.5,10.799,13.866,10.2,9.866,11.288,11.461,10.354,10.002,12.278,10.609,10.947,4.348,8.251,11.283,10.245,10.57,4.281,12.944,10.134,10.228,8.797,7.245
Control,10.297,3.227,3.248,10.841,10.109,9.509,13.305,12.208,2.592,5.102,7.163,10.092,6.673,11.706,10.541,7.717,12.768,10.413,8.302,10.376,8.283,9.225,12.131,10.833,4.911,9.793,9.019,13.933,13.731,11.067,9.667,13.262,9.046,13.493,10.678,1.668,10.521,9.315,10.198,9.972,12.044,12.148,9.966,11.212,8.928,12.768,11.65,7.389,9.966,9.65,13.793,11.018,10.106,10.862,13.351,12.187,7.658,6.456,11.072,3.958,9.382,9.189,10.008,8.946,9.972,10.21,1.524,4.654,10.409,9.571,13.262,12.513,9.571,2.147,2.793,9.306,8.229,13.153,11.958,12.721,10.526,11.909,11.513,6.977,12.131,11.107,9.752,12.68,12.34,7.004,10.45,7.372,2.153,10.463,9.872,7.845,8.55,3.261,13.612,8.566,11.706,7.429,9.972,9.004,4.312,8.583,10.516,9.007,10.862,9.667,1.646,10.285,5.682,13.108,11.212,10.52,3.929,6.524,12.719,10.434,10.046,8.836,9.497,10.109,8.128,11.513,9.306,13.866,12.202,10.91,8.533,12.359,11.17,10.709,5.68,12.19,11.157,13.82,5.973,11.859,9.85,10.396,14.418,10.005,12.131,9.509,8.914,4.236,4.343,8.127,10.587,11.706,10.056,13.493,6.073,8.888,11.603,7.247,10.056,8.665,12.317,1.983,8.283,12.187,2.508,10.377,11.252,14.177,9.007,9.667,11.105,7.265,9.111,4.219,9.757,2.35,11.741,12.305,13.992,12.687,10.179,8.816,10.521,8.104,5.624,10.009,9.046,7.249,11.603,11.513,9.756,11.251,10.815,4.164,12.768,10.116,9.991,8.509,6.841,10.64,11.107,10.005,8.13,11.018,9.98,11.513,10.729,7.845,10.263,8.195,12.044,8.301,11.639,10.658,10.957,8.571,12.241,13.147,8.931,6.551,9.756,10.682,10.815,8.946,11.704,9.757,11.252,11.149,10.817,9.392,13.185,11.149,11.706,7.795,8.878,9.177,9.459,9.243,8.935,9.813,7.091,9.449,12.669,7.972,10.902,7.148,11.212,8.82,5.405,11.102,10.014,13.042,2.464,7.091,12.187,12.131,7.304,7.231,6.515,2.247,11.018,13.643,5.076,11.212,10.52,13.305,11.018,9.98,5.154,13.793,8.07,11.773,9.04,11.69,11.344,11.784,2.269,9.76,7.535,3.168,9.177,8.932,10.056,8.582,11.105,9.461,9.382,10.156,9.991,11.949,4.991,3.174,12.305,11.471,3.232,3.48,7.662,11.072,9.016,11.344,10.944,10.862,13.493,11.688,10.06,10.957,13.866,10.585,10.017,11.212,11.706,10.263,9.902,12.113,10.796,11.107,4.545,8.582,11.182,10.396,10.729,4.343,13.033,9.873,10.944,8.878,7.265
