single-features,single-avg accuracy
10,93.3333333333
20,100.0
30,100.0
40,100.0
50,93.3333333333
60,93.3333333333
70,100.0
80,93.3333333333
90,93.3333333333

multi-features,multi-avg accuracy
10,0.0
20,0.0
30,0.0
40,0.0
50,0.0
60,0.0
70,0.0
80,0.0
90,0.0
