single-features,single-avg accuracy
10,78.78786667
20,78.78786667
30,83.33333333
40,81.81816667
50,80.30303333
60,80.30303333
70,81.81816667
80,80.30303333
90,80.30303333
,
multi-features,multi-avg accuracy
10,50
20,44.44443333
30,38.88886667
40,33.3333
50,33.3333
60,33.3333
70,44.44443333
80,44.44443333
90,44.44443333
